product_ndc	text
37205-0583	ACTIVE INGREDIENTS Miconazole nitrate (200 mg in each suppository) Miconazole nitrate 2% (external cream)
37205-0584	Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg
37205-0585	Active ingredient Minoxidil 5% w/w (without propellant)
37205-0586	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
37205-0587	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
37205-0589	Active ingredients Miconazole nitrate (200 mg in each suppository) Miconazole nitrate 2% (external cream)
37205-0590	Active Ingredient Miconazole nitrate 2% (100 mg in each applicator) Miconazole nitrate 2% (as external cream)
37205-0591	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
37205-0593	Active ingredient (in each tablet) Acetaminophen 500 mg
37205-0594	Active ingredient (in each caplet) Acetaminophen 500 mg
37205-0595	Active Ingredient Chlorhexidine Gluconate 4% Solution
37205-0602	Active ingredients Magnesium sulfate USP (Heptahydrate) 100% Purpose Saline Laxative
37205-0603	Active Ingredients Purpose Dextran 70 (0.1%).........................................................................(Lubricant) Hypromellose 2910 (0.3%).............................................................(Lubricant)
37205-0605	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0607	Active Ingredient Benzocaine, 20%
37205-0610	Active ingredient per 5ml teaspoon Dextromethorphan Hydrobromide 20mg Cough Suppressant Guaifenesin 300mg Expectorant
37205-0612	Active ingredient (in each dose) Polyethylene Glycol 3350, 17 g (cap filled to line)
37205-0613	Lidocaine 0.50%
37205-0614	Active ingredient (in each tablet) Famotidine 10 mg
37205-0615	Active Ingredient Carbamide Peroxide 6.5%
37205-0616	Menthol 2.0%
37205-0617	Isopropyl Alcohol 94.998%, Glycerin 5.0%
37205-0625	ACTIVE INGREDIENT Witch Hazel 50% v/v
37205-0627	Active ingredient (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg
37205-0628	Active ingredient (in each extended-release tablet) Guaifenesin 600 mg
37205-0629	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg
37205-0630	PHENAZOPYRIDINE HYDROCHLORIDE 97.5 MG
37205-0635	Active ingredients------------------------------------------------Purpose Carboxymethylcellulose Sodium 0.5%-------------------Lubricant Glycerin 0.9%-----------------------------------------------------Lubricnat
37205-0636	Active ingredients-------------------------------------------------Purpose Polyethylene Glycol 400 (0.4%)-----------------------------Lubricant Propylene Glycol (0.3%)---------------------------------------Lubricant
37205-0637	Active Ingredient Purpose Zinc oxide, 40% .....................................................................Skin protectant
37205-0638	Active ingredient Ketotifen (0.025%) (equivalent to ketotifen fumarate 0.035%)
37205-0640	Active ingredients Miconazole nitrate 1200 mg (in vaginal insert) Miconazole nitrate 2% (external cream)
37205-0641	Active ingredient Purpose Capsaicin 0.1%........................................................................Topical analgesic
37205-0643	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0646	Active ingredient (in each 1.25 mL) Ibuprofen 50 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0648	Active ingredient Ethyl Alcohol 48%
37205-0650	Active ingredient (in each tablet) Fexofenadine HCl 180 mg
37205-0653	Active ingredient Miconozole nitrate2%
37205-0656	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
37205-0657	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
37205-0660	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0661	Active ingredient (in each capsule) Lansoprazole 15 mg
37205-0662	ACTIVE INGREDIENT (IN EACH GELTAB) Acetaminophen USP, 650 mg
37205-0664	Active Ingredients Eucalyptol 0.092% Menthol 0.042% Methyl salicylate 0.060% Thymol 0.064% Purpose Antigingivitis, Antiplaque
37205-0665	Active ingredient (in each TEAPOON) Psyllium husk approximately 3.4 g
37205-0666	Active ingredient (in each TABLESPOON) Psyllium husk approximately 3.4 g
37205-0667	Active ingredient (in each TEASPOON) Psyllium husk approximately 3.4 g
37205-0668	Active ingredient (in each tablet) Aspirin 325 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0670	Active ingredient Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0671	Active ingredient (in each tablet) Doxylamine succinate 25 mg
37205-0672	Active ingredients (in each caplet) Diphenhydramine citrate 38 mg Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0674	Active ingredient (per tablet) Guaifenesin 400mg
37205-0675	Active ingredient - (per tablet) Dextromethorphan Hydrobromide 20mg Guaifenesin 400mg
37205-0676	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
37205-0677	Active ingredients (in each tablet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg (equiv. to Diphenhydramine citrate 38 mg)
37205-0678	Active ingredients (in each packet) Acetaminophen 650 mg Dextromethorphan hydrobromide 20 mg Phenylephrine hydrochloride 10 mg
37205-0679	Active ingredients (in each packet) Acetaminophen 650 mg Diphenhydramine hydrochloride 25 mg Phenylephrine hydrochloride 10 mg
37205-0680	Active ingredients (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
37205-0681	Active ingredients (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
37205-0682	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
37205-0683	Drug Facts Active Ingredient Purpose 0.5% Camphor Anti-Infective, Anti-Pruritic 0.5% Menthol Anti-Pruritic
37205-0684	Active ingredient Pyrithione zinc Purpose Anti-dandruff
37205-0686	Active ingredients (in each 5 mL tsp) Dextromethorphan HBr, USP 10 mg Guaifenesin, USP 200 mg
37205-0692	Active ingredient Padimate O, White Petrolatum
37205-0693	Active ingredient Octinoxate (7.5%), Oxybenzone (3.5%) Petrolatum (40.7%)
37205-0694	Active ingredient Padimate O, Petrolatum
37205-0695	Active ingredients (in each 30 mL dose cup) Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
37205-0696	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg Phenylephrine HCl, USP 10 mg
37205-0697	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
37205-0698	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
37205-0703	Active ingredient (in each tablet) Acetaminophen 250 mg Aspirin 250 mg (NSAID)* Caffeine 65 mg *nonsteriodal anti-inflammatory drug
37205-0705	Active ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
37205-0706	Active ingredient (in each tablet) Calcium carbonate USP 750mg
37205-0707	Active ingredient (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
37205-0708	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0709	Active ingredient (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg Phenylephrine HCl, USP 10 mg
37205-0711	Active ingredient (in each tablet) Acetaminophen 500 mg
37205-0712	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
37205-0715	ACTIVE INGREDIENT Hard Fat 85.5% Phenylephrine HCl 0.25%
37205-0717	Active ingredient (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg
37205-0719	Active ingredients (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
37205-0720	Active ingredient (in each tablet) Bismuth subsalicylate 262 mg
37205-0721	Active Ingredients Avobenzone 3.0%, Homosalate 13.0%, Octisalate 5.0%, Octocrylene 7.0% Oxybenzone 4.0%
37205-0722	Active Ingredients Octinoxate 2.0%, Oxybenzone 0.5%
37205-0723	Active Ingredients Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Oxybenzone 5.0%, Octocrylene 4.0%
37205-0724	Active Ingredients Avobenzone 3.0%, Homosalate 15.0%, Octisalate 5.0%, Octocrylene 10.0%, Oxybenzone 6.0%
37205-0725	Active Ingredients Avobenzone 3.0%, Homosalate 13.0%, Octisalate 5.0%, Octocrylene 5.0%, Oxybenzone 6.0%
37205-0726	Active Ingredients Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Oxybenzone 4.0%, Octocrylene 2.0%
37205-0727	Active Ingredients Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Oxybenzone 5.0%, Octocrylene 4.0%
37205-0728	Active Ingredients Avobenzone 2.0%, Homosalate 10.5%, Octisalate 5.0%, Octocrylene 2.0% Oxybenzone 2.0%
37205-0729	Active Ingredients Avobenzone 3.0%, Homosalate 13.0%, Octisalate 5.0%, Octocrylene 7.0%, Oxybenzone 4.0%
37205-0730	Active Ingredients Avobenzone 2.0%, Homosalate 10.0%, Octisalate 5.0%, Oxybenzone 3.0%
37205-0731	Active Ingredients Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Oxybenzone 4.0%, Octocrylene 2.0%
37205-0732	Active Ingredients Avobenzone 3.0%, Homosalate 15.0%, Octisalate 5.0%, Oxybenzone 6.0%, Octocrylene 10.0%
37205-0733	Active ingredient Active ingredient Ethyl alcohol 70%
37205-0734	Active ingredient Active ingredient Ethyl alcohol 70%
37205-0735	Active Ingredient Purpose Oxymetazoline hydrochloride 0.05% ......................................Nasal decongestant
37205-0736	Active ingredient (in each capsule) Solubilized ibuprofen equal to 200 mg ibuprofen (NSAID)* (present as the free acid and potassium salt) *nonsteroidal anti-inflammatory drug
37205-0738	Active ingredients (in each caplet) Acetaminophen 500 mg Caffeine 60 mg Pyrilamine maleate 15 mg
37205-0739	Active ingredient Purpose Witch Hazel 50% ...............................................................Astringent
37205-0741	Active ingredient Purpose Witch Hazel, 50% v/v................................................................Astringent
37205-0742	Active ingredient (in each capsule) Diphenhydramine HCl 25 mg
37205-0743	Active ingredient (in each tablet) Diphenhydramine HCl 25 mg
37205-0744	Active Ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0745	ACTIVE INGREDIENT (IN EACH TABLET) Loratadine, USP 10 mg
37205-0750	Trolamine Salicylate 10.0%
37205-0751	Active ingredient Camphor (10.8%), Phenol (4.7%)
37205-0752	Enter section text here Active Ingredients (in each packet) Sodium Bicarbonate USP 700 mg Sodium Chloride USP 2300 mg
37205-0753	Active Ingredients (in each packet) Sodium Bicarbonate USP 700 mg Sodium Chloride USP 2300 mg
37205-0754	Active ingredients (in each 118 mL delivered dose) Dibasic sodium phosphate 7 g Monobasic sodium phosphate 19 g
37205-0755	Active ingredient (in each 118 mL delivered dose) Mineral oil 100%
37205-0756	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
37205-0757	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0759	Active ingredients Acetaminophen 500 mg Diphenhydramine HCl 25 mg
37205-0760	Active ingredient Purpose Clotrimazole 1%..................................................................Antifungal
37205-0762	Active ingredients Polyethylene glycol 400 0.4% Propylene glycol 0.3%
37205-0763	Active ingredient Carboxymethylcellulose sodium 0.5%
37205-0779	Active ingredient (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
37205-0780	Active ingredient (in each tablet) Aluminum hydroxide 160 mg Magnesium carbonate 105 mg
37205-0781	Active ingredient (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
37205-0819	Active ingredient (in each capsule) Cetirizine HCl 10 mg
37205-0820	ACTIVE INGREDIENT (IN EACH TABLET) Cetirizine HCl, USP 10 mg
37205-0822	Active Ingredients Witch hazel 86% Purpose astringent
37205-0824	Active Ingredients Active Ingredients Menthol 3.5%
37205-0825	Active ingredient (in each tablet) Cetirizine HCl 10 mg
37205-0826	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
37205-0827	Active ingredient (in each extended release tablet) Cetirizine HCl 5 mg Pseudoephedrine HCl 120 mg
37205-0828	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
37205-0831	Active ingredient Mineral oil 99.99% Purpose Lubricant laxative
37205-0834	Active ingredient (in each 15 mL Tablespoon) Magnesium hydroxide 1200 mg
37205-0837	Active ingredient (in each tablet) Omeprazole 20 mg
37205-0844	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
37205-0845	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
37205-0848	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0850	Active ingredient (in each 5 mL, 1 teaspoon) Diphenhydramine HCl, USP 6.25 mg Phenylephrine HCl, USP 2.5 mg
37205-0851	Active ingredient (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
37205-0852	Active ingredient (in each tablet) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0854	Active ingredient (in each capsule) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
37205-0855	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
37205-0856	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
37205-0861	Active ingredient (in each tablet) Famotidine 20 mg
37205-0871	Active Ingredients Hydrogen peroxide (stabilized) 3% Purpose First aid antiseptic Oral debriding agent
37205-0874	Guaifenesin 400 mg Phenylephrine HCl 10 mg
37205-0931	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Phenylephrine HCl, USP 2.5 mg
37205-0940	Active ingredients (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Phenylephrine HCl 5 mg
37205-0941	Active ingredient Terbinafine hydrochloride 1%
37205-0951	Active ingredient (in each 15 mL Tablespoon) Bismuth subsalicylate 262 mg
37205-0952	Active ingredient (in each 15 mL Tablespoon) Bismuth subsalicylate 525 mg
37205-0958	Active ingredient (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
37205-0959	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
37205-0960	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
37205-0967	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
37205-0968	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
37205-0969	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Dextromethorphan HBr, USP 5 mg Phenylephrine HCl, USP 2.5 mg
37205-0970	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
37205-0973	ACTIVE INGREDIENT Benzalkonium chloride, 0.13%
37205-0976	Active Ingredients Ethyl alcohol 70% Purpose First aid antiseptic
37205-0977	Active Ingredients Isopropyl alcohol 70% Purpose First aid antiseptic
37205-0980	Active ingredient Acetaminophen 500 mg
37205-0987	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
37205-0988	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
37205-0989	ACTIVE INGREDIENTS Benzocaine 6% Isopropyl alcohol 70% v/v
37205-0992	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
37205-0993	Active ingredient (in each 5 mL) Dextromethorphan HBr 5 mg Guaifenesin 100 mg
37205-0994	Active ingredient (in each 5 mL, 1 teaspoon) Dextromethorphan HBr, USP 5 mg Phenylephrine HCl, USP 2.5 mg
37205-0998	Active ingredient Miconozole nitrate2%
39822-9900	Active ingredient(s) Ammonia (15%)
39892-0603	ACTIVE INGREDIENT Sodium Fluoride - 0.243% (0.15% w/v fluoride ion)
40046-0031	ACTIVE INGREDIENT: TITANIUM DIOXIDE 7.0%
40046-0032	ACTIVE INGREDIENTS: OCTINOXATE 7.00% [] TITANIUM DIOXIDE 2.00%
40046-0037	ACTIVE INGREDIENT: OCTINOXATE 2.5%
40046-0039	ACTIVE INGREDIENTS: OCTINOXATE 7.40% [] OCTISALATE 4.00% [] ZINC OXIDE 3.50% [] OXYBENZONE 2.50% [] TITANIUM DIOXIDE 1.10%
40046-0046	ACTIVE INGREDIENTS: ZINC OXIDE 6.70% [] OCTINOXATE 3.50%
40046-0049	ACTIVE INGREDIENTS: OCTINOXATE 7.50% [] OCTISALATE 5.00%
40046-0051	ACTIVE INGREDIENTS: OCTINOXATE 7.50% [] OCTISALATE 5.00%
40046-0052	ACTIVE INGREDIENT: OCTINOXATE 7.50%
40046-0053	ACTIVE INGREDIENTS: OCTINOXATE 7.50% [] OCTISALATE 5.00% [] TITANIUM DIOXIDE 1.00%
40046-0056	ACTIVE INGREDIENT OCTINOXATE 7.00%
40046-0062	Active Ingredients Purpose Octinoxate 7.50% Sunscreen Octisalate 5.00% Sunscreen Titanium Dioxide 9.80% Sunscreen Zinc Oxide 6.30% Sunscreen
40046-0064	Active Ingredients Purpose Octinoxate 7.50% Sunscreen Octisalate 4.00% Sunscreen Oxybenzone 2.50% Sunscreen Titanium Dioxide 1.10% Sunscreen
40046-0066	Active Ingredients Purpose Octinoxate 3.40% Sunscreen Titanium Dioxide 1.00% Sunscreen
40046-0069	Active Ingredients Purpose Octinoxate 7.40% Sunscreen Octisalate 4.00% Sunscreen Zinc Oxide 3.30% Sunscreen Oxybenzone 2.50% Sunscreen Titanium Dioxide 1.10% Sunscreen
40046-0071	Active Ingredients Purpose Octinoxate 2.40% Sunscreen Titanium Dioxide 2.30% Sunscreen
41167-0031	Active ingredient Hydrocortisone 1%
41167-0035	Active Ingredient: Hydrocortisone 1%
41167-0035	Active Ingredient : Hydrocortisone 1%
41167-0036	Active Ingredient: Hydrocortisone 1%
41167-0036	Active Ingredient : Hydrocortisone 1%
41167-0039	Active Ingredient : Hydrocortisone 1%
41167-0039	Active Ingredient: Hydrocortisone 1%
41167-0053	Active Ingredient Benzocaine 20%
41167-0066	Active ingredient (in each 30 mL dose) Diphenhydramine HCI 50 mg
41167-0085	Active ingredients Camphor 4% Menthol 16%
41167-0087	Active ingredient Menthol 7.6% Methyl salicylate 29%
41167-0087	Active ingredient Menthol 10% Methyl salicylate 30%
41167-0088	Active ingredient Menthol 7.6% Methyl salicylate 29%
41167-0088	Active ingredient Menthol 10% Methyl salicylate 30%
41167-0089	Active ingredient Menthol 10% Methyl salicylate 30%
41167-0089	Active ingredient Menthol 7.6% Methyl salicylate 29%
41167-0093	Active ingredient Menthol 7.5%
41167-0095	Active Ingredient Menthol 16%
41167-0105	Active Ingredient: Hydrocortisone 1%
41167-0105	Active Ingredient : Hydrocortisone 1%
41167-0172	Active ingredient Menthol (to deliver 1% concentration)
41167-0339	Active Ingredient : Hydrocortisone 1%
41167-0339	Active Ingredient: Hydrocortisone 1%
41167-0574	Active ingredient Menthol 10%
42195-0210	Active Ingredients (per tablet) Purpose Phenylephrine Hydrochloride 10 mg Nasal Decongestant Pyrilamine Maleate 25 mg Antihistamine
42221-0001	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0002	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0003	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0004	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0005	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0006	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0007	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0008	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0009	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0010	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0011	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0012	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0013	Active ingredients Avobenzone (2%) Octinoxate (6%)
42221-0014	Active ingredients Avobenzone (2%) Octinoxate (6%)
43199-0040	Active ingredient Lidocaine 4% w/w
43386-0312	Active Ingredient Polyethylene Glycol 3350, 17 g (cap filled to line)
43386-0622	Active Ingredient Levonorgestrel 1.5mg
43406-0002	Active Ingredients (HPUS*): Allium Cepa 30C, Ambrosia Artemisiifolia 30C, Arsenicum Album 30C, Carbo Vegetabilis 30C, Euphrasia Officinalis 30C, Nux Vomica 30C, Phosphorus 30C, Pulsatilla 30C, Solidago Virgaurea 30C, Sulfur 30C
43406-0003	Active Ingredients (HPUS*): Arsenicum Album 30X, Calcarea Carbonica 30X, Ignatia Amara 30X, Kali Carbonicum 30X, Lacheis Mutus 30X, Natrum Muriaticum 30X, Phosphorus 30X, Pulsatilla 30X
43406-0004	Active Ingredients: Aconite Napellus 30C, Arsenicum Album 30C, Belladonna 30C, Calcarea Carbonica 30C, Carbo Vegetabilis 30C, Carcinosin 30C, Causticum 30C, Gelsemium Sempervirens 30C, Lachesis Mtus 30C, Mercurius Vivus 30C, Natrum Muriaticum 390C, Nitricum Acidum 30C, Phosporus 3C, Rhus Toxicodendron 30C
43406-0005	Active Ingredients (HPUS*): Apis Mellifica 30X, Bryonia Alba 30X, Causticum 30X, Colchicum Autumnale 30X, Kalmia Latifolia 30X, Ledum Palustre 30X, Pulsatilla 30X, Rhododendron Chrysanthum 30X, Rhus Toxicodendron 30X
43406-0006	Active Ingredients (HPUS*): Arsenicum Album 30X, Belladonna 30X, Ipecacuanha 30X, Kali Carbonicum 30X, Lobelia Inflata 30X, Natrum Sulphuricum 30X, Silicea 30X Arsenicum Album 30X................................................Relieves Difficutly Breathing Belladonna 30X.........................................................Relieves Tickling, Short, Dry Cough Ipecacuanha 30X......................................................Relieves Difficulty Breathing Kali Carbonicaum 30X...............................................Relieves Wheezzing Lobelia 30X...............................................................Relieves Difficulty Breathing
43406-0009	Active Ingredients (HPUS*): Borax Veneta 30C, Calcarea Carbonica 30C, Calcarea Fluorica 30C, Calcarea Phosphorica 30C, Eupatorium Perfoliatum 30C, Ferrum Metallicum 30C, Fluoricum Acidum 30C, Hekla Lava 30C, Rhus Toxicodendron 30C, Ruta Graveolens 30C, Silicea 30C, Symphytum Officinale 30C
43406-0013	ACTIVE INGREDIENTS (HPUS*): Juglans Cinerea 30C, Kali Iodatum 30C, Lycopodium Clavatum 30C, Mercurius Vivus 30C, Natrum Muriaticum 30C, Nitricum Acidum 30C, Phosphorus 30C, Ranunculus Bulbosus 30C, Rhus Toxicodendron 30C, Sepia 30C, Thuja Occidentalis 30C
43406-0025	ACTIVE INGREDIENTS (HPUS*): Argentum Nitricum 30C, Belladonna 30C, Bryonia Alba 30C, Gelsemium Sempervirens 30C, Glonoinum 30C, Lachesis Mutus 30C, Lycopodium Clavatum 30C, Melilotus Officinalis 30C, Natrum Muriaticum 30C, Nux Vomica 30C, Silicea 30C, Spigelia Anthelmia 30C
43406-0032	ACTIVE INGREDIENTS (HPUS*): Arsenicum Album 30X, Cocculus Indicus 30X, Ipecacuanha 30X, Kreosotum 30X, Petroleum 30X, Pulsatilla 30X, Sanguinaria Canadensis 30X, Tabacum 30X
43406-0037	ACTIVE INGREDIENTS (HPUS*): Belladonna 30X, Lachesis Mutus 30X, Magnesia Phosphorica 30X, Natrum Muriaticum 30X, Nux Vomica 30X, Pulsatilla 30X, Sepia 30X
43406-0039	ACTIVE INGREDIENTS (HPUS*): Clematis Erecta 30X, Conium Maculatum 30X, Lycopodium Clavatum 30X, Mercurius Corrosivus 30X, Pulsatilla 30X, Sabal Serrulata 30X, Selenium Metallicum 30X, Sepia 30X, Staphysagria 30X, Thuja Occidentalis 30X
43406-0049	Active Ingredients (HPUS*): Baryta Carbonica 30X, Calcarea Carbonica 30X, Fucus Vesiculosis 30X, Iodium 30X, Natrum Muriaticum 30X, Pulsatilla 30X, Spongia Tosta 30X, Thyroidinum 30X
43406-0051	ACTIVE INGREDIENTS (HPUS*): Baryta Carbonica 30X, Calcarea Carbonica 30X, Cina 30X, Ferrum Metallicum 30X, Mercurius Sulphuricus 30X, Natrum Phosphoricum 30X, Sabadilla 30X, Spigelia Anthelmia 30X, Teucrium Marum Verum 30X
43406-0052	ACTIVE INGREDIENTS (HPUS*): Arsenicum Album 30X, Belladonna 30X, Echinacea Angustifolia 30X, Eupatorium Perfoliatum 30X, Gelsemium Sempervirens 30X, Lycopodium Clavatum 30X, Phosphoricum Acidum 30X, Phosphorus 30X, Pyrogenium 30X, Rus Toxicodendron 30X
43406-0053	ACTIVE INGREDIENTS (HPUS*): Arsenicum Album 30C, Aurum Metallicum 30C, Calcarea Carbonica 30C, Iodium 30C, Lycopodium Clavatum 30C, Natrum Muriaticum 30C, Nux Vomica 30C, Phosphoricum Acidum 30C, Phosphorus 30C, Phytolacca Decandra 30C, Pulsatilla 30C, Sepia 30C, Sulphur 30C
43406-0069	ACTIVE INGREDIENTS: Baptisia Tinctoria 3X, Echinacea Angustifolia 3X, Eupatorium Perfoliatum 3X, Lomatium Dissectum 3X, Pueraria Lobata 3X, Trifolium Pratense 3X, Phytolacca Decandra 6X, Allium Cepa 12X, Arsenicum Iodatum 12X, Baryta Carbinica 12 X, Bromium 12X, Calcarea Carbonica 12X, Kali Muriaticum 12X, Lachesis Mutus 12X, Mercuris Solubilis 12X, Silicea 12X
43406-0071	ACTIVE INGREDIENTS (HPUS*): Aralia Quinquefolia 3X, Cimicifuga Racemosa 3X, Spigelia Anthelmintica 3X, Argentum Nitricum 12X, Arsenicum Album 12X, Aurum Metallicum 12X, Igantia Amara 12X, Lachesis Mutus 12X, Lycopodium Clavatum 12X, Natrum Muriaticum 12X, Phosphoricum Acidum 12X, Platinum Metallicum 12X, Pulsatilla 12X, Sepia 12X, Thuja Occidentalis 12X
43406-0075	ACTIVE INGREDIENTS HPUS*): Echinacea Angustifolia 3X, Apis Mellifica 12X, Arsenicum Album 12X, Carbolicum 12X, Ledum Palustre 12X, Rhus Toxicodendron 12X, Sulphur 12X, Urtica Urens 12X
43406-0078	ACTIVE INGREDIENTS (HPUS*): Calendula Officinalis 3X, Symphytum Officinale 3X, Arnica Montana 12X, Bellis Perennis 12X, Bryonia Alba 12X, Hypericum Perforatum 12X, Ledum Palustre 12X, Phosphorus 12X, Rhus Toxicodendron 12X, Ruta Graveolens 12X, Staphysagria 12X, Pyrogenium 30X.
43406-0095	ACTIVE INGREDIENTS (HPUS*): Apis Mellifica 30C, Arsenicum Album 30C, Cinchona Officinalis 30C, Digitalis Purpurea 30C, Lachesis Mutus 30C, Lycopodium Clavatum 30C, Natrum Sulphuricum 30C, Rhus Toxicodendron 30C, Sambucus Nigra 30C, Strophanthus Hispidus 30C
