product_ndc	class_name
15127-0965	Adrenergic Alpha1-agonists
15127-0966	Histamine H1 Receptor Antagonists
15127-0968	Cyclooxygenase Inhibitors
15127-0978	Cyclooxygenase Inhibitors
15127-0980	Sigma-1 Receptor Agonists
15127-0980	Uncompetitive Nmda Receptor Antagonists
15127-0984	Sigma-1 Receptor Agonists
15127-0984	Uncompetitive Nmda Receptor Antagonists
15127-0985	Sigma-1 Receptor Agonists
15127-0985	Uncompetitive Nmda Receptor Antagonists
15127-0989	Uncompetitive Nmda Receptor Antagonists
15127-0989	Sigma-1 Receptor Agonists
15584-0101	Non-nucleoside Reverse Transcriptase Inhibitors
16103-0347	Histamine H1 Receptor Antagonists
16103-0348	Histamine H1 Receptor Antagonists
16103-0356	Cyclooxygenase Inhibitors
16103-0357	Cyclooxygenase Inhibitors
16103-0365	Cyclooxygenase Inhibitors
16103-0366	Cyclooxygenase Inhibitors
16103-0377	Phosphate Chelating Activity
16103-0393	Cyclooxygenase Inhibitors
16252-0505	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0506	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0507	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0508	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0509	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0523	Alpha Glucosidase Inhibitors
16252-0524	Alpha Glucosidase Inhibitors
16252-0525	Alpha Glucosidase Inhibitors
16252-0526	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0527	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0528	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0529	Hydroxymethylglutaryl-coa Reductase Inhibitors
16252-0533	Serotonin Uptake Inhibitors
16252-0534	Serotonin Uptake Inhibitors
16252-0535	Serotonin Uptake Inhibitors
16252-0539	Calcium Channel Antagonists
16252-0540	Calcium Channel Antagonists
16252-0541	Angiotensin-converting Enzyme Inhibitors
16252-0542	Angiotensin-converting Enzyme Inhibitors
16252-0543	Angiotensin-converting Enzyme Inhibitors
16252-0547	Adrenergic Beta2-agonists
16252-0570	Angiotensin-converting Enzyme Inhibitors
16252-0571	Angiotensin-converting Enzyme Inhibitors
16252-0572	Angiotensin-converting Enzyme Inhibitors
16252-0573	Angiotensin-converting Enzyme Inhibitors
16252-0590	Serotonin 1b Receptor Agonists
16252-0590	Serotonin 1d Receptor Agonists
16252-0591	Serotonin 1b Receptor Agonists
16252-0591	Serotonin 1d Receptor Agonists
16252-0592	Serotonin 1d Receptor Agonists
16252-0592	Serotonin 1b Receptor Agonists
16477-0106	Adrenergic Alpha1-agonists
16477-0121	Histamine H1 Receptor Antagonists
16477-0136	Full Opioid Agonists
16477-0152	Adrenergic Alpha1-agonists
16477-0161	Adrenergic Alpha1-agonists
16477-0185	Adrenergic Alpha1-agonists
16477-0186	Histamine H1 Receptor Antagonists
16477-0306	Adrenergic Alpha-agonists
16477-0505	Corticosteroid Hormone Receptor Agonists
16477-0510	Corticosteroid Hormone Receptor Agonists
16477-0562	Uncompetitive Nmda Receptor Antagonists
16477-0562	Sigma-1 Receptor Agonists
16477-0620	Histamine H1 Receptor Antagonists
16477-0628	Adrenergic Alpha-agonists
16477-0811	Histamine H1 Receptor Antagonists
16477-0820	Adrenergic Alpha1-agonists
16477-0822	Adrenergic Alpha1-agonists
16571-0012	Cyclooxygenase Inhibitors
16571-0013	Cyclooxygenase Inhibitors
16571-0101	Cyclooxygenase Inhibitors
16571-0201	Cyclooxygenase Inhibitors
16571-0202	Cyclooxygenase Inhibitors
16571-0203	Cyclooxygenase Inhibitors
16571-0301	Adrenergic Alpha-agonists
16571-0401	Histamine H1 Receptor Antagonists
16571-0402	Histamine H1 Receptor Antagonists
16571-0421	Aromatase Inhibitors
16571-0430	Adrenergic Beta-antagonists
16571-0431	Adrenergic Beta-antagonists
16571-0441	Adrenergic Beta-antagonists
16571-0500	Angiotensin 2 Receptor Antagonists
16571-0501	Angiotensin 2 Receptor Antagonists
16571-0502	Angiotensin 2 Receptor Antagonists
16571-0657	Cholinergic Muscarinic Agonists
16714-0021	Adrenergic Beta-antagonists
16714-0022	Adrenergic Beta-antagonists
16714-0023	Adrenergic Beta-antagonists
16714-0024	Adrenergic Beta-antagonists
16714-0025	Adrenergic Beta-antagonists
16714-0031	Adrenergic Beta-antagonists
16714-0032	Adrenergic Beta-antagonists
16714-0033	Adrenergic Beta-antagonists
16714-0041	Xanthine Oxidase Inhibitors
16714-0042	Xanthine Oxidase Inhibitors
16714-0061	Dopamine D2 Antagonists
16714-0062	Dopamine D2 Antagonists
16714-0071	Gaba B Agonists
16714-0071	Gaba A Agonists
16714-0072	Gaba A Agonists
16714-0072	Gaba B Agonists
16714-0081	Histamine Receptor Antagonists
16714-0082	Histamine Receptor Antagonists
16714-0083	Histamine Receptor Antagonists
16714-0101	Peroxisome Proliferator-activated Receptor Alpha Agonists
16714-0111	Full Opioid Agonists
16714-0221	Serotonin 3 Receptor Antagonists
16714-0224	Angiotensin 2 Receptor Antagonists
16714-0225	Angiotensin 2 Receptor Antagonists
16714-0226	Angiotensin 2 Receptor Antagonists
16714-0271	Histamine H1 Receptor Antagonists
16714-0300	Dna Polymerase Inhibitors
16714-0304	Dna Polymerase Inhibitors
16714-0305	Dna Polymerase Inhibitors
16714-0311	Norepinephrine Uptake Inhibitors
16714-0311	Serotonin Uptake Inhibitors
16714-0312	Norepinephrine Uptake Inhibitors
16714-0312	Serotonin Uptake Inhibitors
16714-0313	Serotonin Uptake Inhibitors
16714-0313	Norepinephrine Uptake Inhibitors
16714-0314	Serotonin Uptake Inhibitors
16714-0314	Norepinephrine Uptake Inhibitors
16714-0315	Serotonin Uptake Inhibitors
16714-0315	Norepinephrine Uptake Inhibitors
16714-0334	Norepinephrine Uptake Inhibitors
16714-0334	Dopamine Uptake Inhibitors
16714-0335	Norepinephrine Uptake Inhibitors
16714-0335	Dopamine Uptake Inhibitors
16714-0336	Norepinephrine Uptake Inhibitors
16714-0336	Dopamine Uptake Inhibitors
16714-0338	Phosphodiesterase 5 Inhibitors
16714-0339	Histamine H1 Receptor Antagonists
16714-0341	Adrenergic Alpha2-agonists
16714-0342	Adrenergic Alpha2-agonists
16714-0343	Adrenergic Alpha2-agonists
16714-0351	Serotonin Uptake Inhibitors
16714-0352	Serotonin Uptake Inhibitors
16714-0353	Serotonin Uptake Inhibitors
16714-0384	Cholinesterase Inhibitors
16714-0385	Cholinesterase Inhibitors
16714-0417	Adrenergic Beta-antagonists
16714-0418	Adrenergic Beta-antagonists
16714-0419	Adrenergic Beta-antagonists
16714-0420	Norepinephrine Uptake Inhibitors
16714-0420	Serotonin Uptake Inhibitors
16714-0421	Serotonin Uptake Inhibitors
16714-0421	Norepinephrine Uptake Inhibitors
16714-0422	Norepinephrine Uptake Inhibitors
16714-0422	Serotonin Uptake Inhibitors
16714-0522	5-alpha Reductase Inhibitors
16714-0531	Serotonin 1d Receptor Agonists
16714-0531	Serotonin 1b Receptor Agonists
16714-0532	Serotonin 1d Receptor Agonists
16714-0532	Serotonin 1b Receptor Agonists
16714-0533	Serotonin 1d Receptor Agonists
16714-0533	Serotonin 1b Receptor Agonists
16714-0551	Gaba A Agonists
16714-0561	Gaba A Agonists
16714-0581	Angiotensin 2 Receptor Antagonists
16714-0582	Angiotensin 2 Receptor Antagonists
16714-0583	Angiotensin 2 Receptor Antagonists
16714-0584	Dopamine Agonists
16714-0585	Dopamine Agonists
16714-0586	Dopamine Agonists
16714-0587	Dopamine Agonists
16714-0588	Dopamine Agonists
16714-0589	Dopamine Agonists
16714-0601	Serotonin Uptake Inhibitors
16714-0611	Serotonin Uptake Inhibitors
16714-0612	Serotonin Uptake Inhibitors
16714-0613	Serotonin Uptake Inhibitors
16714-0621	Gaba A Agonists
16714-0622	Gaba A Agonists
16714-0671	Serotonin 3 Receptor Antagonists
16714-0681	Hydroxymethylglutaryl-coa Reductase Inhibitors
16714-0682	Hydroxymethylglutaryl-coa Reductase Inhibitors
16714-0683	Hydroxymethylglutaryl-coa Reductase Inhibitors
16714-0684	Hydroxymethylglutaryl-coa Reductase Inhibitors
16714-0685	Hydroxymethylglutaryl-coa Reductase Inhibitors
16714-0697	Dna Polymerase Inhibitors
16714-0698	Dna Polymerase Inhibitors
16729-0004	Hydroxymethylglutaryl-coa Reductase Inhibitors
16729-0005	Hydroxymethylglutaryl-coa Reductase Inhibitors
16729-0006	Hydroxymethylglutaryl-coa Reductase Inhibitors
16729-0007	Hydroxymethylglutaryl-coa Reductase Inhibitors
16729-0020	Peroxisome Proliferator-activated Receptor Activity
16729-0021	Peroxisome Proliferator-activated Receptor Activity
16729-0022	Peroxisome Proliferator-activated Receptor Activity
16729-0023	Androgen Receptor Antagonists
16729-0034	Aromatase Inhibitors
16729-0035	Aromatase Inhibitors
16729-0078	Dopa Decarboxylase Inhibitors
16729-0079	Dopa Decarboxylase Inhibitors
16729-0081	Opioid Antagonists
16729-0089	5-alpha Reductase Inhibitors
16729-0090	5-alpha Reductase Inhibitors
16729-0092	Nucleic Acid Synthesis Inhibitors
16729-0108	Alkylating Activity
16729-0114	Topoisomerase Inhibitors
16729-0115	Alkylating Activity
16729-0116	Alkylating Activity
16729-0117	Nucleic Acid Synthesis Inhibitors
16729-0118	Nucleic Acid Synthesis Inhibitors
16729-0119	Leukotriene Receptor Antagonists
16729-0123	Cholinesterase Inhibitors
16729-0124	Cholinesterase Inhibitors
16729-0134	Xanthine Oxidase Inhibitors
16729-0135	Xanthine Oxidase Inhibitors
16729-0151	Topoisomerase Inhibitors
16729-0152	Angiotensin-converting Enzyme Inhibitors
16729-0153	Angiotensin-converting Enzyme Inhibitors
16729-0154	Angiotensin-converting Enzyme Inhibitors
16729-0155	Angiotensin-converting Enzyme Inhibitors
16729-0156	Hydroxymethylglutaryl-coa Reductase Inhibitors
16729-0167	Full Opioid Agonists
16729-0168	Serotonin Uptake Inhibitors
16729-0169	Serotonin Uptake Inhibitors
16729-0170	Serotonin Uptake Inhibitors
16729-0179	Calcium Channel Antagonists
16729-0180	Calcium Channel Antagonists
16729-0181	Calcium Channel Antagonists
16729-0211	Adrenergic Alpha-antagonists
16729-0212	Adrenergic Alpha-antagonists
16729-0213	Adrenergic Alpha-antagonists
16729-0214	Adrenergic Alpha-antagonists
16729-0218	P2y12 Receptor Antagonists
16729-0219	P2y12 Receptor Antagonists
16729-0246	Alkylating Activity
16729-0247	Alkylating Activity
16729-0248	Alkylating Activity
16729-0262	Topoisomerase Inhibitors
16729-0276	Nucleic Acid Synthesis Inhibitors
16729-0277	Folic Acid Metabolism Inhibitors
17478-0010	Dopamine D2 Antagonists
17478-0012	Cholinergic Antagonists
17478-0012	Histamine Receptor Antagonists
17478-0030	Full Opioid Agonists
17478-0050	Full Opioid Agonists
17478-0067	Full Opioid Agonists
17478-0069	Proton Pump Inhibitors
17478-0101	Cholinergic Antagonists
17478-0102	Cholinergic Antagonists
17478-0200	Adrenergic Alpha1-agonists
17478-0205	Adrenergic Alpha1-agonists
17478-0207	Cyclooxygenase Inhibitors
17478-0208	Cyclooxygenase Inhibitors
17478-0209	Cyclooxygenase Inhibitors
17478-0215	Cholinergic Muscarinic Antagonists
17478-0215	Cholinergic Antagonists
17478-0250	Dyes
17478-0253	Dyes
17478-0420	Adrenergic Beta-antagonists
17478-0514	Carbonic Anhydrase Inhibitors
17478-0526	Metal Chelating Activity
17478-0531	Dopamine D2 Antagonists
17478-0540	Full Opioid Agonists
17478-0542	Adenosine Receptor Agonists
17478-0604	Carbonic Anhydrase Inhibitors
17478-0605	Carbonic Anhydrase Inhibitors
17478-0640	Dyes
17478-0704	Adrenergic Agonists
17478-0705	Adrenergic Beta-antagonists
17478-0715	Adrenergic Alpha-agonists
17478-0716	Adrenergic Alpha-agonists
17478-0717	Histamine H1 Receptor Antagonists
17478-0817	Calcium Channel Antagonists
17478-0837	Calcium Channel Antagonists
17478-0841	Full Opioid Agonists
17478-0892	Cyclooxygenase Inhibitors
17478-0920	Phosphate Chelating Activity
17478-0937	Calcium Channel Antagonists
17856-0088	Phosphate Chelating Activity
18860-0341	Dopa Decarboxylase Inhibitors
18860-0342	Dopa Decarboxylase Inhibitors
18860-0343	Dopa Decarboxylase Inhibitors
18860-0480	Estrogen Receptor Agonists
18860-0490	Estrogen Receptor Agonists
18860-0720	N-calcium Channel Receptor Antagonists
18860-0722	N-calcium Channel Receptor Antagonists
18860-0723	N-calcium Channel Receptor Antagonists
18860-0752	Phosphate Chelating Activity
18860-0852	Phosphate Chelating Activity
20482-0001	Full Opioid Agonists
20482-0002	Full Opioid Agonists
20482-0004	Full Opioid Agonists
20482-0006	Full Opioid Agonists
20482-0008	Full Opioid Agonists
20482-0012	Full Opioid Agonists
20482-0016	Full Opioid Agonists
23155-0005	Cyclooxygenase Inhibitors
23155-0006	Cyclooxygenase Inhibitors
23155-0010	Cyclooxygenase Inhibitors
23155-0011	Cyclooxygenase Inhibitors
23155-0012	Full Opioid Agonists
23155-0013	Estrogen Receptor Agonists
23155-0014	Estrogen Receptor Agonists
23155-0015	Estrogen Receptor Agonists
23155-0026	Calcium Channel Antagonists
23155-0027	Calcium Channel Antagonists
23155-0028	Serotonin Uptake Inhibitors
23155-0029	Serotonin Uptake Inhibitors
23155-0030	Serotonin Uptake Inhibitors
23155-0035	Angiotensin-converting Enzyme Inhibitors
23155-0036	Angiotensin-converting Enzyme Inhibitors
23155-0037	Angiotensin-converting Enzyme Inhibitors
23155-0048	Calcium Channel Antagonists
23155-0049	Calcium Channel Antagonists
23155-0050	Calcium Channel Antagonists
23155-0054	Serotonin 1b Receptor Agonists
23155-0054	Serotonin 1d Receptor Agonists
23155-0055	Serotonin 1d Receptor Agonists
23155-0055	Serotonin 1b Receptor Agonists
23155-0060	Angiotensin-converting Enzyme Inhibitors
23155-0061	Angiotensin-converting Enzyme Inhibitors
23155-0070	Thyroid Hormone Synthesis Inhibitors
23155-0071	Thyroid Hormone Synthesis Inhibitors
23155-0105	Histamine Receptor Antagonists
23155-0106	Histamine Receptor Antagonists
23155-0107	Histamine Receptor Antagonists
23155-0108	Calcium Channel Antagonists
23155-0110	Adrenergic Beta-antagonists
23155-0111	Adrenergic Beta-antagonists
23155-0112	Adrenergic Beta-antagonists
23155-0113	Adrenergic Beta-antagonists
23155-0114	Adrenergic Beta-antagonists
23155-0120	Carbonic Anhydrase Inhibitors
23155-0121	Dopamine Agonists
23155-0122	Dopamine Agonists
23155-0123	Dopamine Agonists
23155-0124	Dopamine Agonists
23155-0125	Dopamine Agonists
23155-0126	Dopamine Agonists
23155-0127	Dopamine Agonists
23155-0145	Cyclooxygenase Inhibitors
23155-0146	Dna Polymerase Inhibitors
23155-0147	Alpha Glucosidase Inhibitors
23155-0148	Alpha Glucosidase Inhibitors
23155-0149	Alpha Glucosidase Inhibitors
23155-0168	Serotonin 3 Receptor Antagonists
23155-0194	Calcium Channel Antagonists
23155-0195	Calcium Channel Antagonists
23155-0196	Serotonin 3 Receptor Antagonists
23155-0213	Nucleic Acid Synthesis Inhibitors
23155-0214	Nucleic Acid Synthesis Inhibitors
23155-0227	Dna Polymerase Inhibitors
23155-0228	Dna Polymerase Inhibitors
23155-0240	Dopamine D2 Antagonists
23155-0246	Serotonin Uptake Inhibitors
23155-0246	Norepinephrine Uptake Inhibitors
23155-0247	Norepinephrine Uptake Inhibitors
23155-0247	Serotonin Uptake Inhibitors
23155-0248	Serotonin Uptake Inhibitors
23155-0248	Norepinephrine Uptake Inhibitors
23155-0249	Norepinephrine Uptake Inhibitors
23155-0249	Serotonin Uptake Inhibitors
23155-0250	Serotonin Uptake Inhibitors
23155-0250	Norepinephrine Uptake Inhibitors
23155-0258	Adenosine Receptor Agonists
23155-0291	Histamine H2 Receptor Antagonists
23155-0292	Histamine H1 Receptor Antagonists
23155-0377	Serotonin 3 Receptor Antagonists
23155-0378	Serotonin 3 Receptor Antagonists
23155-0500	Histamine Receptor Antagonists
23155-0501	Histamine Receptor Antagonists
23155-0502	Histamine Receptor Antagonists
23359-0016	Histamine H1 Receptor Antagonists
23359-0017	Adrenergic Alpha1-agonists
23359-0018	Full Opioid Agonists
23359-0019	Histamine H1 Receptor Antagonists
23359-0023	Adrenergic Alpha-agonists
23359-0100	Phosphate Chelating Activity
23594-0505	Corticosteroid Hormone Receptor Agonists
23594-0510	Corticosteroid Hormone Receptor Agonists
23594-0915	Corticosteroid Hormone Receptor Agonists
23635-0115	Full Opioid Agonists
23635-0310	Cyclooxygenase Inhibitors
23635-0408	Full Opioid Agonists
23635-0412	Full Opioid Agonists
23635-0416	Full Opioid Agonists
23635-0432	Full Opioid Agonists
23635-0510	Cyclooxygenase Inhibitors
23635-0580	Full Opioid Agonists
23635-0581	Full Opioid Agonists
23635-0582	Full Opioid Agonists
24090-0450	Adrenergic Beta-antagonists
24090-0451	Adrenergic Beta-antagonists
24090-0470	Adrenergic Beta-antagonists
24090-0471	Adrenergic Beta-antagonists
24090-0473	Adrenergic Beta-antagonists
24090-0479	Adrenergic Beta-antagonists
24090-0681	Full Opioid Agonists
24090-0682	Full Opioid Agonists
24090-0683	Full Opioid Agonists
24208-0099	Cyclooxygenase Inhibitors
24208-0295	Corticosteroid Hormone Receptor Agonists
24208-0299	Corticosteroid Hormone Receptor Agonists
24208-0314	Cyclooxygenase Inhibitors
24208-0317	Corticosteroid Hormone Receptor Agonists
24208-0347	Adrenergic Beta2-agonists
24208-0353	Corticosteroid Hormone Receptor Agonists
24208-0358	Corticosteroid Hormone Receptor Agonists
24208-0367	Adrenergic Beta-antagonists
24208-0398	Cholinergic Antagonists
24208-0399	Cholinergic Antagonists
24208-0411	Adrenergic Alpha-agonists
24208-0416	Corticosteroid Hormone Receptor Agonists
24208-0439	Cyclooxygenase Inhibitors
24208-0457	Cyclooxygenase Inhibitors
24208-0485	Carbonic Anhydrase Inhibitors
24208-0486	Carbonic Anhydrase Inhibitors
24208-0503	Corticosteroid Hormone Receptor Agonists
24208-0505	Adrenergic Beta-antagonists
24208-0535	Dna Polymerase Inhibitors
24208-0545	Adrenergic Beta-antagonists
24208-0585	Cholinergic Antagonists
24208-0590	Cholinergic Antagonists
24208-0601	Histamine H1 Receptor Antagonists
24208-0602	Cyclooxygenase Inhibitors
24208-0631	Corticosteroid Hormone Receptor Agonists
24208-0635	Corticosteroid Hormone Receptor Agonists
24208-0715	Corticosteroid Hormone Receptor Agonists
24208-0720	Corticosteroid Hormone Receptor Agonists
24208-0732	Dyes
24208-0740	Adrenergic Alpha1-agonists
24208-0750	Cholinergic Antagonists
24208-0750	Cholinergic Muscarinic Antagonists
24208-0795	Corticosteroid Hormone Receptor Agonists
24208-0825	Cholinergic Muscarinic Antagonists
24208-0825	Cholinergic Antagonists
24208-0830	Corticosteroid Hormone Receptor Agonists
24275-0185	Radiopharmaceutical Activity
24338-0050	Alkylating Activity
24338-0200	Calcium Channel Antagonists
24338-0416	Corticosteroid Hormone Receptor Agonists
24338-0430	Corticosteroid Hormone Receptor Agonists
24385-0005	Sigma-1 Receptor Agonists
24385-0005	Uncompetitive Nmda Receptor Antagonists
24385-0009	Cyclooxygenase Inhibitors
24385-0021	Corticosteroid Hormone Receptor Agonists
24385-0026	Sigma-1 Receptor Agonists
24385-0026	Uncompetitive Nmda Receptor Antagonists
24385-0028	Cyclooxygenase Inhibitors
24385-0035	Sigma-1 Receptor Agonists
24385-0035	Uncompetitive Nmda Receptor Antagonists
24385-0036	Uncompetitive Nmda Receptor Antagonists
24385-0036	Sigma-1 Receptor Agonists
24385-0052	Sigma-1 Receptor Agonists
24385-0052	Uncompetitive Nmda Receptor Antagonists
24385-0054	Adrenergic Alpha-agonists
24385-0058	Cyclooxygenase Inhibitors
24385-0059	Cyclooxygenase Inhibitors
24385-0066	Uncompetitive Nmda Receptor Antagonists
24385-0066	Sigma-1 Receptor Agonists
24385-0076	Histamine H1 Receptor Antagonists
24385-0088	Histamine H1 Receptor Antagonists
24385-0098	Sigma-1 Receptor Agonists
24385-0098	Uncompetitive Nmda Receptor Antagonists
24385-0111	Histamine H2 Receptor Antagonists
24385-0135	Sigma-1 Receptor Agonists
24385-0135	Uncompetitive Nmda Receptor Antagonists
24385-0147	Histamine H1 Receptor Antagonists
24385-0148	Uncompetitive Nmda Receptor Antagonists
24385-0148	Sigma-1 Receptor Agonists
24385-0152	Histamine H1 Receptor Antagonists
24385-0154	Histamine H1 Receptor Antagonists
24385-0155	Uncompetitive Nmda Receptor Antagonists
24385-0155	Sigma-1 Receptor Agonists
24385-0156	Uncompetitive Nmda Receptor Antagonists
24385-0156	Sigma-1 Receptor Agonists
24385-0158	Uncompetitive Nmda Receptor Antagonists
24385-0158	Sigma-1 Receptor Agonists
24385-0159	Sigma-1 Receptor Agonists
24385-0159	Uncompetitive Nmda Receptor Antagonists
24385-0169	Adrenergic Alpha1-agonists
24385-0175	Histamine H1 Receptor Antagonists
24385-0188	Histamine H1 Receptor Antagonists
24385-0190	Corticosteroid Hormone Receptor Agonists
24385-0195	Histamine H1 Receptor Antagonists
24385-0197	Uncompetitive Nmda Receptor Antagonists
24385-0197	Sigma-1 Receptor Agonists
24385-0201	Phosphate Chelating Activity
24385-0202	Phosphate Chelating Activity
24385-0203	Uncompetitive Nmda Receptor Antagonists
24385-0203	Sigma-1 Receptor Agonists
24385-0210	Histamine H1 Receptor Antagonists
24385-0255	Histamine H2 Receptor Antagonists
24385-0268	Histamine H2 Receptor Antagonists
24385-0274	Corticosteroid Hormone Receptor Agonists
24385-0276	Corticosteroid Hormone Receptor Agonists
24385-0278	Cyclooxygenase Inhibitors
24385-0283	Corticosteroid Hormone Receptor Agonists
24385-0296	Histamine H2 Receptor Antagonists
24385-0305	Uncompetitive Nmda Receptor Antagonists
24385-0305	Sigma-1 Receptor Agonists
24385-0316	Sigma-1 Receptor Agonists
24385-0316	Uncompetitive Nmda Receptor Antagonists
24385-0322	Sigma-1 Receptor Agonists
24385-0322	Uncompetitive Nmda Receptor Antagonists
24385-0351	Adrenergic Alpha-agonists
24385-0359	Uncompetitive Nmda Receptor Antagonists
24385-0359	Sigma-1 Receptor Agonists
24385-0361	Cyclooxygenase Inhibitors
24385-0364	Cyclooxygenase Inhibitors
24385-0365	Cyclooxygenase Inhibitors
24385-0368	Cyclooxygenase Inhibitors
24385-0372	Cyclooxygenase Inhibitors
24385-0377	Opioid Agonists
24385-0379	Histamine H1 Receptor Antagonists
24385-0385	Histamine H2 Receptor Antagonists
24385-0386	Opioid Agonists
24385-0390	Adrenergic Alpha1-agonists
24385-0421	Adrenergic Alpha1-agonists
24385-0429	Cyclooxygenase Inhibitors
24385-0430	Cyclooxygenase Inhibitors
24385-0431	Histamine H1 Receptor Antagonists
24385-0432	Adrenergic Alpha-agonists
24385-0435	Phosphate Chelating Activity
24385-0437	Histamine H1 Receptor Antagonists
24385-0461	Uncompetitive Nmda Receptor Antagonists
24385-0461	Sigma-1 Receptor Agonists
24385-0462	Histamine H1 Receptor Antagonists
24385-0463	Histamine H1 Receptor Antagonists
24385-0465	Cyclooxygenase Inhibitors
24385-0479	Histamine H1 Receptor Antagonists
24385-0490	Cyclooxygenase Inhibitors
24385-0493	Uncompetitive Nmda Receptor Antagonists
24385-0493	Sigma-1 Receptor Agonists
24385-0494	Histamine H1 Receptor Antagonists
24385-0499	Cyclooxygenase Inhibitors
24385-0517	Adrenergic Alpha1-agonists
24385-0519	Sigma-1 Receptor Agonists
24385-0519	Uncompetitive Nmda Receptor Antagonists
24385-0535	Cyclooxygenase Inhibitors
24385-0541	Cyclooxygenase Inhibitors
24385-0542	Sigma-1 Receptor Agonists
24385-0542	Uncompetitive Nmda Receptor Antagonists
24385-0546	Cyclooxygenase Inhibitors
24385-0549	Cyclooxygenase Inhibitors
24385-0550	Cyclooxygenase Inhibitors
24385-0554	Opioid Agonists
24385-0578	Uncompetitive Nmda Receptor Antagonists
24385-0578	Sigma-1 Receptor Agonists
24385-0603	Adrenergic Alpha1-agonists
24385-0604	Cyclooxygenase Inhibitors
24385-0623	Cyclooxygenase Inhibitors
24385-0647	Cyclooxygenase Inhibitors
24385-0904	Sigma-1 Receptor Agonists
24385-0904	Uncompetitive Nmda Receptor Antagonists
24385-0905	Cyclooxygenase Inhibitors
24385-0924	Histamine H1 Receptor Antagonists
24385-0925	Adrenergic Alpha1-agonists
24385-0937	Histamine H1 Receptor Antagonists
24385-0961	Histamine H1 Receptor Antagonists
24385-0984	Histamine H1 Receptor Antagonists
24385-0986	Sigma-1 Receptor Agonists
24385-0986	Uncompetitive Nmda Receptor Antagonists
24385-0988	Adrenergic Alpha1-agonists
24385-0998	Histamine H1 Receptor Antagonists
24486-0200	Histamine H1 Receptor Antagonists
24658-0130	Peroxisome Proliferator-activated Receptor Alpha Agonists
24658-0140	Serotonin Uptake Inhibitors
24658-0141	Serotonin Uptake Inhibitors
24658-0142	Serotonin Uptake Inhibitors
24658-0260	Peroxisome Proliferator-activated Receptor Alpha Agonists
24658-0300	Hydroxymethylglutaryl-coa Reductase Inhibitors
24658-0301	Hydroxymethylglutaryl-coa Reductase Inhibitors
24658-0302	Hydroxymethylglutaryl-coa Reductase Inhibitors
24658-0303	Hydroxymethylglutaryl-coa Reductase Inhibitors
24658-0304	Hydroxymethylglutaryl-coa Reductase Inhibitors
24987-0075	Potassium Ion Exchange Activity
24987-0087	Adrenergic Beta-antagonists
24987-0095	Adrenergic Beta-antagonists
24987-0097	Adrenergic Beta-antagonists
24987-0111	Androgen Receptor Antagonists
24987-0200	Adrenergic Alpha-antagonists
24987-0362	Histamine H2 Receptor Antagonists
24987-0363	Histamine H2 Receptor Antagonists
24987-0364	Histamine H2 Receptor Antagonists
24987-0447	Monoamine Oxidase Inhibitors
25010-0305	Catecholamine Synthesis Inhibitors
25010-0710	Metal Chelating Activity
25010-0711	Dopa Decarboxylase Inhibitors
25010-0805	Demulcent Activity
25021-0164	Beta Lactamase Inhibitors
25021-0165	Beta Lactamase Inhibitors
25021-0166	Beta Lactamase Inhibitors
25021-0203	Topoisomerase Inhibitors
25021-0205	Nucleic Acid Synthesis Inhibitors
25021-0206	Topoisomerase Inhibitors
25021-0207	Topoisomerase Inhibitors
25021-0208	Nucleic Acid Synthesis Inhibitors
25021-0209	Nucleic Acid Synthesis Inhibitors
25021-0214	Topoisomerase Inhibitors
25021-0230	Topoisomerase Inhibitors
25021-0300	Adrenergic Beta-antagonists
25021-0301	Adenosine Receptor Agonists
25021-0303	Adrenergic Beta-antagonists
25021-0307	Adenosine Receptor Agonists
25021-0451	Somatostatin Receptor Agonists
25021-0452	Somatostatin Receptor Agonists
25021-0453	Somatostatin Receptor Agonists
25021-0454	Somatostatin Receptor Agonists
25021-0455	Somatostatin Receptor Agonists
25021-0700	Cyclooxygenase Inhibitors
25021-0701	Cyclooxygenase Inhibitors
25021-0703	Serotonin 1d Receptor Agonists
25021-0703	Serotonin 1b Receptor Agonists
25021-0777	Serotonin 3 Receptor Antagonists
25021-0778	Serotonin 3 Receptor Antagonists
25021-0779	Serotonin 3 Receptor Antagonists
25021-0781	Serotonin 3 Receptor Antagonists
25021-0782	Serotonin 3 Receptor Antagonists
25021-0817	Carbonic Anhydrase Inhibitors
25021-0824	Topoisomerase Inhibitors
27437-0107	Peroxisome Proliferator-activated Receptor Alpha Agonists
27437-0108	Peroxisome Proliferator-activated Receptor Alpha Agonists
27437-0109	Peroxisome Proliferator-activated Receptor Alpha Agonists
27437-0110	Peroxisome Proliferator-activated Receptor Alpha Agonists
27437-0143	Corticosteroid Hormone Receptor Agonists
27808-0001	Histamine H1 Receptor Antagonists
27808-0007	Cyclooxygenase Inhibitors
27808-0029	Adrenergic Alpha2-agonists
