NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	00603388722	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	00603388726	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	00603388728	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	00603388732	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	13107002101	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	13107002105	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	51079077901	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	51079077921	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	51862021701	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	51862021705	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	53746011001	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	53746011005	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	53746011010	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	57664017613	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 10-325 TABLET	57664017688	0.26181	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 MG TABLET	00406036505	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 MG TABLET	00904641961	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 MG TABLET	63739053210	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 MG TABLET	63739070410	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00406036501	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00406036562	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00591320201	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00591320205	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389002	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389004	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389016	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389020	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389021	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389022	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389028	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	00603389032	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	13107001901	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	13107001905	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	51079077701	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	51079077721	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	51862021501	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	51862021505	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	53746010901	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	53746010905	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	53746010910	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	57664012613	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	57664012688	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	68084036801	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	68084036811	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	68084089501	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 5-325 TABLET	68084089509	0.15681	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	00121077216	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	00713070489	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	64376064016	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	64950034047	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	66689002316	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	76181000125	0.12161	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	00121077204	0.13990	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5 MG-325 MG/15 ML SOLUTION	64376064040	0.13990	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET	00904642061	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00406036601	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00406036662	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00591260501	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00591260505	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00603389102	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00603389121	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00603389122	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00603389128	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	00603389132	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	13107002001	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	13107002005	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	51079077801	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	51079077821	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	51862021601	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	51862021605	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	57664017013	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	57664017088	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	68084060101	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	68084060111	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	68084086301	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	68084086309	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-ACETAMINOPHEN 7.5-325 TAB	68084086311	0.26252	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-CHLORPHEN ER SUSP	49884023537	0.47865	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-CHLORPHEN ER SUSP	62175049064	0.47865	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
HYDROCODONE-CHLORPHEN ER SUSP	24486020016	0.48132	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-CHLORPHEN ER SUSP	49884023533	0.48132	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-CHLORPHEN ER SUSP	62542030116	0.48132	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-HOMATROPINE 5-1.5 MG TABLET	43386011801	0.77216	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-HOMATROPINE 5-1.5 MG TABLET	43386011803	0.77216	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-HOMATROPINE SYRUP	50383004316	0.11521	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-HOMATROPINE SYRUP	60432045516	0.11521	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCODONE-IBUPROFEN 10-200	53746011701	3.17546	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 5-200 MG	53746014601	2.35536	10/22/2014	EA	C/I	N	4	G			
HYDROCODONE-IBUPROFEN 7.5-200	00093516101	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	00603389721	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	00603389728	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	53746014501	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	62037052401	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	62037052405	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	63739055710	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	68084022701	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	68084022711	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	68084084101	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCODONE-IBUPROFEN 7.5-200	68084084109	0.31424	06/17/2015	EA	C/I	N	1	G			
HYDROCORT BUTY 0.1% LIPO CREAM	68462046447	5.67280	08/20/2014	GM	C/I	N	"4, 5"	G			
HYDROCORTISON-ACETIC ACID SOLN	45963041261	8.95948	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISON-ACETIC ACID SOLN	50383090110	8.95948	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
HYDROCORTISON-ACETIC ACID SOLN	51672300701	8.95948	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 0.1% SOLN	43478027361	0.36567	05/20/2015	ML	C/I	N	"4, 5, 6"	G			
HYDROCORTISONE 0.1% SOLN	51672406104	0.36567	05/20/2015	ML	C/I	N	"4, 5"	G			
HYDROCORTISONE 0.5% CREAM	24385019003	0.05469	02/18/2015	GM	C/I	Y	"4, 5"	G			
HYDROCORTISONE 0.5% CREAM	51672201002	0.08803	05/20/2015	GM	C/I	Y	"4, 5"	G			
HYDROCORTISONE 0.5% CREAM	00168001431	0.09452	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 0.5% OINTMENT	00168001631	0.11267	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	00472033956	0.04821	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	00472034356	0.04821	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	45802043803	0.04821	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	00603053550	0.05098	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	24385002103	0.05098	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	51672206902	0.05098	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	00904762331	0.05297	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	37205016210	0.05297	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	24385027403	0.05489	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% CREAM	45802043805	0.08081	03/18/2015	GM	C/I	Y	"4, 5"	G			
HYDROCORTISONE 1% CREAM	00168015431	0.12071	05/20/2015	GM	C/I	Y	"4, 5"	G			
HYDROCORTISONE 1% CREAM	00168001531	0.16591	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 1% CREAM	00472032126	0.17230	03/18/2015	GM	C/I	N	"4, 5"	G			
HYDROCORTISONE 1% LOTION	24385028306	0.03815	02/18/2015	ML	C/I	Y	"4, 5"	G			
HYDROCORTISONE 1% LOTION	45802028306	0.03815	02/18/2015	ML	C/I	Y	"4, 5"	G			
HYDROCORTISONE 1% OINTMENT	00472034556	0.05249	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	45802027603	0.05249	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	24385027603	0.06974	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	51672201802	0.06974	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	00472132626	0.13510	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	00168018131	0.13940	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE 1% OINTMENT	00168002031	0.16217	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 10 MG TABLET	00603390021	0.41737	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 10 MG TABLET	54505033210	0.41737	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 10 MG TABLET	59762007401	0.41737	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROCORTISONE 10 MG TABLET	64720033210	0.41737	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 10 MG TABLET	68084046901	0.41737	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 10 MG TABLET	68084046911	0.41737	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 100 MG/60 ML	51991072867	0.09026	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 100 MG/60 ML	62559013807	0.09026	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
HYDROCORTISONE 2.5% CREAM	51672300302	0.09270	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	00168008031	0.10150	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	00472033730	0.10150	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	00603778178	0.10150	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	45802000403	0.10230	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	00168008016	0.12932	05/20/2015	GM	C/I	N	"4, 5"	G			
HYDROCORTISONE 2.5% CREAM	00472033720	0.13381	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% CREAM	45802000402	0.13381	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% LOTION	00168028802	0.15600	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% LOTION	00603778552	0.15600	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% LOTION	45802093716	0.15600	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% LOTION	45802093726	0.24779	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% OINTMENT	45802001405	0.07390	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% OINTMENT	00168014630	0.09999	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 2.5% OINTMENT	45802001402	0.11789	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE 20 MG TABLET	00143125401	0.67248	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 20 MG TABLET	00603390121	0.67248	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 20 MG TABLET	00904267460	0.67248	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 20 MG TABLET	54505033310	0.67248	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 20 MG TABLET	59762007501	0.67248	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROCORTISONE 20 MG TABLET	64720033310	0.67248	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 5 MG TABLET	00603389919	0.26084	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 5 MG TABLET	54505033105	0.26084	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 5 MG TABLET	59762007301	0.26084	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROCORTISONE 5 MG TABLET	64720033105	0.26084	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE 5 MG TABLET	68084078921	0.26084	06/17/2015	EA	C/I	N	1	G			
HYDROCORTISONE BUTY 0.1% CREAM	43478027015	3.14430	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
HYDROCORTISONE BUTY 0.1% CREAM	51672407401	3.14430	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE BUTY 0.1% CREAM	43478027045	3.25303	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
HYDROCORTISONE BUTY 0.1% CREAM	51672407406	3.25303	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE BUTYR 0.1% OINT	43478027145	2.46933	05/20/2015	GM	C/I	N	"4, 5, 6"	G			
HYDROCORTISONE BUTYR 0.1% OINT	51672408306	2.46933	05/20/2015	GM	C/I	N	"4, 5"	G			
HYDROCORTISONE BUTYR 0.1% OINT	43478027115	2.60967	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
HYDROCORTISONE BUTYR 0.1% OINT	51672408301	2.60967	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE PLUS 1% CREAM	51672206302	0.05098	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	00713066860	2.36678	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	45802045537	2.36678	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	51672129003	2.36678	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	00713066837	2.73470	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	45802045542	2.73470	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	51672129006	2.73470	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	00713066815	4.17987	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	45802045535	4.17987	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% CREAM	51672129001	4.17987	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% OINTMT	51672129203	2.91431	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% OINTMT	51672129206	3.32662	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE VAL 0.2% OINTMT	51672129201	5.32330	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROCORTISONE-ALOE 1% CREAM	37205027210	0.06369	04/22/2015	GM	C/I	Y	"4, 5"	G			
HYDROCORTISONE-ALOE 1% CREAM	51672201302	0.08310	06/17/2015	GM	C/I	Y	"1, 5"	G			
HYDROMET SYRUP	00472103016	0.11521	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROMORPHONE 1 MG/ML SOLUTION	00054038663	0.29364	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROMORPHONE 2 MG TABLET	00406324301	0.09135	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 2 MG TABLET	00527135301	0.09135	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 2 MG TABLET	42858030101	0.09135	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 2 MG TABLET	42858030125	0.09135	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 2 MG TABLET	68084042301	0.09135	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 2 MG TABLET	68084042311	0.09135	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 2 MG/ML VIAL	00409336501	1.18800	12/17/2014	ML	C/I	N	"4, 5"	G			
HYDROMORPHONE 2 MG/ML VIAL	00641012125	1.18800	12/17/2014	ML	C/I	N	"4, 5"	G			
HYDROMORPHONE 3 MG SUPPOS	00574722406	9.84433	03/18/2015	EA	C/I	N	4	G			
HYDROMORPHONE 4 MG TABLET	00054026424	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 4 MG TABLET	00054026425	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 4 MG TABLET	00406324401	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 4 MG TABLET	00527135401	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 4 MG TABLET	42858030201	0.10272	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 4 MG TABLET	42858030225	0.10272	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 4 MG TABLET	42858030250	0.10272	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 4 MG TABLET	68084047201	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 4 MG TABLET	68084047211	0.10272	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 5 MG/5 ML SOLN	42858030416	0.29364	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
HYDROMORPHONE 8 MG TABLET	00054026525	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 8 MG TABLET	00406324901	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 8 MG TABLET	00527135501	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 8 MG TABLET	42858030301	0.44445	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE 8 MG TABLET	51224010250	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 8 MG TABLET	68084079821	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE 8 MG TABLET	68094085261	0.44445	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 12 MG TAB	00406331201	16.33423	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE HCL ER 12 MG TAB	00574029401	16.33423	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 12 MG TAB	00591373901	16.33423	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 16 MG TAB	00406331601	20.80279	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE HCL ER 16 MG TAB	00574029501	20.80279	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 16 MG TAB	00591363001	20.80279	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 32 MG TAB	00406333201	41.66443	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE HCL ER 8 MG TAB	00406330801	10.83780	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROMORPHONE HCL ER 8 MG TAB	00574029301	10.83780	06/17/2015	EA	C/I	N	1	G			
HYDROMORPHONE HCL ER 8 MG TAB	00591362901	10.83780	06/17/2015	EA	C/I	N	1	G			
HYDROQUINONE 4% CREAM	45802098064	2.64187	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROQUINONE TR 4% CREAM	45802033894	2.51529	06/17/2015	GM	C/I	N	"1, 5"	G			
HYDROSKIN 1% CREAM	00536510895	0.04821	06/17/2015	GM	C/I	Y	"1, 5"	G			
"HYDROXOCOBALAMIN 1,000 MCG/ML"	00591288830	0.84495	11/19/2014	ML	C/I	N	"4, 5"	G			
HYDROXYCHLOROQUINE 200 MG TAB	00143212801	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00378037301	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00591069801	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00591069805	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00781140701	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00781140705	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	00781140797	2.62422	06/17/2015	EA	C/I	N	1	G			
