product_ndc	text
31722-0280	Inactive Ingredients: Tablets - lactose monohydrate, microcrystalline cellulose, pre-gelatinized starch, lactose monohydrate, sodium starch glycolate, magnesium stearate, opadry white (titanium dioxide, hypromellose 3cp, hypromellose 6cp, PEG 400, polysorbate 80) for 25 mg tablets, opadry yellow (titanium dioxide, hypromellose 3cp, hypromellose 6cp, PEG 400, polysorbate 80, iron oxide yellow) for 50 mg tablets, opadry yellow , hypromellose 6cp titanium dioxide, PEG 400, iron oxide yellow, polysorbate 80, iron oxide red) for 100 mg tablets and), opadry pink (titanium dioxide, hypromellose 6cp, PEG 400, iron oxide red) for 200 mg tablets. Manufactured by: InvaGen Pharmaceuticals, Inc. Hauppauge, NY 11788 Manufactured for Camber Pharmaceuticals, Inc Piscataway, NJ 08854 Rev: 03/09 Barcode 281-03-2009
31722-0281	Inactive Ingredients: Tablets - lactose monohydrate, microcrystalline cellulose, pre-gelatinized starch, lactose monohydrate, sodium starch glycolate, magnesium stearate, opadry white (titanium dioxide, hypromellose 3cp, hypromellose 6cp, PEG 400, polysorbate 80) for 25 mg tablets, opadry yellow (titanium dioxide, hypromellose 3cp, hypromellose 6cp, PEG 400, polysorbate 80, iron oxide yellow) for 50 mg tablets, opadry yellow , hypromellose 6cp titanium dioxide, PEG 400, iron oxide yellow, polysorbate 80, iron oxide red) for 100 mg tablets and), opadry pink (titanium dioxide, hypromellose 6cp, PEG 400, iron oxide red) for 200 mg tablets. Manufactured by: InvaGen Pharmaceuticals, Inc. Hauppauge, NY 11788 Manufactured for Camber Pharmaceuticals, Inc Piscataway, NJ 08854 Rev: 03/09 Barcode 281-03-2009
33992-0003	Inactive Ingredients water, ammonium laureth sulfate, cocamidopropyl betaine, cocamide MEA, sodium cocoamphoacetate, glycol stearate, sodium chloride, retinol, citric acid, fragrance, methylisothiazolinone
33992-0004	Inactive Ingredients water, stearic acid, glyceryl stearate, cetyl alcohol, glycerin, mineral oil, sodium lauryl sulfate, triethanolamine, carbomer, fragrance, lavandula angustifolia (lavender) oil, tocopherol, methylparaben, propylparaben, methylchloroisothiazolinone, methylisothiazolinone, BHT
33992-0029	Inactive ingredients anhydrous citric acid, flavors, purified water, saccharin sodium, sodium bicarbonate
33992-0054	Inactive Ingredients water, paraffinum liquidum, isopropyl myristate, glycerin, glyceryl stearate, propylene glycol, PEG-100 stearate, polyacrylamide, cetyl alcohol, avena sativa kernel extract, fragrance, DMDM hydantoin, stearyl alcohol, c13-14 isoparaffin, laureth-7, disodium EDTA, methylparaben, propylparaben.
33992-0113	Inactive ingredients D&C yellow 10, FD&C blue 1, gelatin, glycerin, purified water, titanium dioxide
33992-0527	Inactive ingredients corn starch, crospovidone, flavor, magnesium stearate, maltodextrin, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, silica gel, silicon dioxide, sodium starch glycolate, stearic acid, sucralose, talc, titanium dioxide
35378-0002	Inactive Ingredients USP/NF neutral pellets (.07% gluten-free, non-GMO, beet-derived sucrose, .03% gluten-free, non-GMO maize starch in 500 ml water)
35378-0004	Inactive Ingredients USP/NF neutral pellets (.07% gluten-free, non-GMO, beet-derived sucrose, .03% gluten-free, non-GMO maize starch in 500 ml water)
35378-0006	Inactive Ingredients USP/NF neutral pellets (.07% gluten-free, non-GMO, beet-derived sucrose, .03% gluten-free, non-GMO maize starch in 500 ml water)
35378-0008	Inactive Ingredients USP/NF neutral pellets (.07% gluten-free, non-GMO, beet-derived sucrose, .03% gluten-free, non-GMO maize starch in 500 ml water)
35573-0006	Inactive ingredients Citric Acid, Cherry Flavor, Glycerin, Polyethylene Glycol, Povidone, Propylene Glycol, Purified Water, Sodium Benzoate, Sodium Citrate, Sodium Saccharin, and Sorbitol.
36800-0001	Inactive ingredients water, sorbitol solution, alcohol (21.6%), flavors, poloxamer 407 sodium lauryl sulfate, phosphoric acid, sucralose and /or sodium saccharin, dibasic sodium phosphate, D+C red no.33, FD+C blue no.1, FD+C yellow no. 6
36800-0002	Inactive ingredients benzalkonium chloride, disodium EDTA, purified water
36800-0003	Inactive ingredients carnauba wax*, colloidal silicon dioxide, croscarmellose sodium, dibasic calcium phosphate dihydrate, FD&C red #40 aluminum lake, FD&C yellow #6 aluminum lake*, hypromellose, magnesium stearate, maltodextrin*, microcrystalline cellulose, polydextrose*, polyethylene glycol*, purified water*, sodium benzoate, stearic acid, talc*, titanium dioxide, triglycerides* *contains one or more of these ingredients
36800-0004	Inactive ingredients benzyl alcohol, calcium disodium EDTA, cetylpyridinium chloride, disodium EDTA, disodium phosphate, flavor, poloxamer 407, polysorbate 80, propylene glycol, red 33, sodium benzoate, sodium phosphate, sodium saccharin, sorbitol, water
36800-0007	Inactive ingredients edible ink, FD&C red #40, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, propylene glycol, purified water, sorbitol special
36800-0008	Inactive ingredients anhydrous citric acid, butylparaben, carboxymethylcellulose sodium, carrageenan, FD&C red no. 40, flavor, glycerin, high fructose corn syrup, hydroxyethyl cellulose, microcrystalline cellulose, propylene glycol, purified water, sodium benzoate, sorbitol solution
36800-0009	inactive ingredients water juglans regia (walnut) shell powder, glyceryl stearate SE, propylene glycol, sodium lauryl sulfoacetate, zea mays (corn) kernel meal, cetearyl alcohol, cetyl alcohol, triethanolamine, cocamidopropyl betaine, glyceryl stearate, PEG-100 stearate, prunus armeniaca (apricot) fruit extrace, cetyl acetate, carbome, polysorbate 60, ceteareth-20, acetylated lanolin alcohol, PPG-2 methyl ether, phenethyl alcohol, glycerin, methylisothiazolinone, fragrance, titanium dioxide
36800-0010	Inactive ingredients flavors, hypromellose, polyethylene glycol, polysorbate 80, povidone, sodium starch glycolate*, starch, stearic acid, sucralose, titanium dioxide *may contain this ingredient
36800-0011	inactive ingredients citric acid, disodium phosphate, glycerin, nonoxynol-9, purified water, sodium hydroxide
36800-0013	Inactive ingredients croscarmellose sodium, dibasic calcium phosphate, hypromellose, lactose monohydrate, magnesium stearate, pharmaceutical ink, povidone, titanium dioxide
36800-0014	Inactive ingredients acesulfame potassium, FD&C blue no. 1 aluminum lake, flavor, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, pregelatinized starch, purified water, sodium starch glycolate, stearic acid, talc, titanium dioxide
36800-0015	inactive ingredients water, alcohol (10.8wt%), glycerin, propylene glycol, flavor, poloxamer 407, sodium saccharin, yellow 6, green 3
36800-0017	Inactive ingredients cod liver oil (contains vitamins A+D), fragrance, light mineral oil, microcrystalline wax, paraffin
36800-0018	Inactive ingredients Fractionated Coconut Oil, Methylparaben, Propylparaben, White Petrolatum
36800-0020	Inactive ingredients BHA, cod liver oil, fragance, lanolin, petrolatum, phenoxyethanol, talc, water
36800-0022	Inactive ingredients hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, povidone, pregelatinized starch, sodium lauryl sulfate, sodium starch glycolate, titanium dioxide
36800-0025	INACTIVE INGREDIENTS WATER (AQUA), SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, DIMETHICONE, COCAMIDE MEA, ZINC CARBONATE, GLYCOL DISTEARATE, SODIUM XYLENESULFONATE, FRAGRANCE (PARFUM), CETYL ALCOHOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, MAGNESIUM SULFATE, SODIUM CHLORIDE, SODIUM BENZOATE, MAGNESIUM CARBONATE HYDROXIDE, BENZYL ALCOHOL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, CITRIC ACID, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE.
36800-0027	Inactive ingredients anhydrous lactose**, black iron oxide**, brown iron oxide**, croscarmellose sodium**, D&C yellow #10, FD&C yellow #6**, hypromellose**, methacrylic acid copolymer, microcrystalline cellulose, mineral oil**, polysorbate 80**, potassium hydroxide**, pregelatinized starch**, propylene glycol**, purified water**, shellac**, silicon dioxide, simethicone**, sodium bicarbonate**, sodium hydroxide**, sodium lauryl sulfate**, stearic acid**, talc, titanium dioxide, triethyl citrate, yellow iron oxide** **contains one or more of these ingredients
36800-0029	Inactive ingredients acesulfame potassium, calcium carbonate, carnauba wax, flavors, gum base, sodium bicarbonate, sodium carbonate anhydrous, sorbitol, talc
36800-0030	Inactive ingredients anhydrous lactose, carnauba wax, colloidal silicon dioxide, croscarmellose sodium,FD&C red # 40 aluminum lake,FD&C yellow # 6 aluminum lake, iron oxide ochre, methacrylic acid copolymer, microcrystalline cellulose, polysorbate 80, simethicone, sodium hydroxide, sodium lauryl sulfate, talc, triethyl citrate
36800-0041	Inactive ingredients alcohol, anhydrous citric acid, FD&C blue no. 1, FD&C red no. 40, flavor, high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate
36800-0042	Inactive Ingredients carbomer940, cetyl alcohol, glyceryl monostearate, isopropyl myristate, polysorbate60, purified water, stearic acid, trolamine
36800-0044	Inactive ingredients edible ink, FD&C red #40, FD&C yellow #6, gelatin, glycerin, medium-chain triglycerides*, polyethylene glycol, propylene glycol*, purified water, sorbitan, sorbitol *contains one or more of these ingredients
36800-0046	Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, D&C red #33, edible ink, FD&C blue #1, FD&C red #40, FD&C yellow #6, gelatin, hydroxypropyl cellulose, hypromellose, polyethylene glycol, povidone, pregelatinized starch, stearic acid, titanium dioxide
36800-0047	Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, diethyl phthalate, FD&C yellow #6 aluminum lake, hypromellose, iron oxide red, magnesium stearate, microcrystalline cellulose and titanium dioxide
36800-0050	Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, FD&C blue no. 2 aluminum lake, glyceryl behenate, hydroxypropyl cellulose, iron oxide black, lactose monohydrate, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, pregelatinized starch, talc, titanium dioxide
36800-0051	Inactive ingredients aloe barbadensis, cetearyl alcohol/sodium lauryl sulfate/sodium cetearyl sulfate, chamomile (anthemis nobilis) oil, citric acid, corn (zea mays) oil, glycerin, glyceryl stearate, isopropyl palmitate, maltodextrin, methylparaben, mineral oil, paraffin, petrolatum, propylene glycol, propylparaben, purified water, stearyl alcohol, vitamin A (retinyl palmitate), vitamin D (cholecalciferol), vitamin E (tocopheryl acetate).
36800-0052	Inactive ingredients BHT, PEG-400, PEG-3350, titanium dioxide, white petrolatum
36800-0054	Inactive ingredients carnauba wax, colloidal silicon dioxide, dibasic calcium phosphate dihydrate, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, titanium dioxide
36800-0055	Inactive ingredients FD&C blue #2 aluminum lake, hypromellose 2910, maize starch, microcrystalline cellulose, polyethylene glycol, povidone k-30, sodium starch glycolate, stearic acid, titanium dioxide
36800-0056	Inactive ingredient white petrolatum
36800-0057	Inactive ingredients anhydrous citric acid, FD&C red #40, glycerin, hypromellose, natural and artificial berry flavor, polysorbate 80, purified water, sodium benzoate, sorbitol solution, sucrose, xanthan gum
36800-0060	Inactive Ingredient d-alpha tocopherol (Vitamin E) as stabilizer
36800-0061	Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, dibasic calcium phosphate dihydrate, FD&C blue #1 aluminum lake, hypromellose, magnesium stearate, microcrystalline cellulose, mineral oil, stearic acid
36800-0062	Inactive ingredients benzyl alcohol, cetostearyl alcohol, cetyl esters wax, 2-octyldodecanol, polysorbate-60, purified water, and sorbitan monostearate
36800-0063	Inactive ingredients bentonite magma, calcium hydroxide, glycerin, purified water
36800-0066	INACTIVE INGREDIENTS WATER, SODIUM XYLENESULFONATE, SODIUM LAURETH SULFATE, DIPROPYLENE GLYCOL, COCAMIDOPROPYL BETAINE, POLYSORBATE 20, FRAGRANCE, DISODIUM PHOSPHATE, CITRIC ACID, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, YELLOW 5 (CI 19140), RED (CI 14700).
36800-0067	Inactive ingredients Water, Sodium Xylenesulfonate, Dipropylene Glycol, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Fragrance, Disodium Phosphate, Citric Acid, Blue 1 (CI 42090), Yellow 5 (CI 19140), Red 40 (CI 16035).
36800-0068	Inactive ingredients: alcohol, citric acid, diazolidinyl urea, glycerin, methylparaben, propylene glycol, propylparaben, sodium citrate, water
36800-0070	Inactive ingredients cetyl alcohol, isopropyl myristate, polysorbate 60, polysorbate 80, potassium hydroxide, propylene glycol, purified water, sorbitan monostearate and stearyl alcohol.
36800-0072	Inactive ingredients water, alcohol 21.6%, sorbitol solution, flavoring, poloxamer 407, benzoic acid, sodium saccharin, sodium citrate, D+C yellow no. 10, FD+C green no.3
36800-0074	Inactive ingredients colloidal silicon dioxide, corn starch, croscarmellose sodium, FD&C red no. 40 aluminum lake, FD&C yellow no. 6 aluminum lake, iron oxides, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, stearic acid, talc, titanium dioxide
36800-0076	INACTIVE INGREDIENTS WATER, SODIUM XYLENESULFONATE, SODIUM LAURETH SULFATE, DIPROPYLENE GLYCOL, COCAMIDOPROPYL BETAINE, POLYSORBATE 20, FRAGRANCE, DISODIUM PHOSPHATE, CITRIC ACID, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, RED 33 (CI 17200), YELLOW 5 (CI 19140).
36800-0078	INACTIVE INGREDIENTS WATER (AQUA), ISOPROPYL ALCOHOL, ETHYLHEXYLGLYCERIN, GLYCERIN, ISOPROPYL MYRISTATE, PROPYLENE GLYCOL, TOCOPHERYL ACETATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, AMINOMETHYL PROPANOL, FRAGRANCE (PARFUM)
36800-0079	INACTIVE INGREDIENTS WATER (AQUA), ISOPROPYL ALCOHOL, ETHYLHEXYLGLYCERIN, GLYCERIN, ISOPROPYL MYRISTATE, PROPYLENE GLYCOL, TOCOPHERYL ACETATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ALOE BARBADENSIS LEAF JUICE, AMINOMETHYL PROPANOL, FRAGRANCE (PARFUM), BLUE 1 (CI 42090), YELLOW 5 (CI 19140)
36800-0079	INACTIVE INGREDIENTS: WATER (AQUA), ISOPROPYL ALCOHOL, ETHYLHEXYLGLYCERIN, GLYCERIN, ISOPROPYL MYRISTATE, PROPYLENE GLYCOL, TOCOPHERYL ACETATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ALOE BARBADENSIS LEAF JUICE, AMINOMETHYL PROPANOL, FRAGRANCE (PARFUM), BLUE 1 (CI 42090), YELLOW 5 (CI 19140).
36800-0080	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol.
36800-0081	Inactive ingredients suppository: hydrogenated vegetable oil external cream: benzoic acid, butylated hydroxyanisole, glyceryl stearate, mineral oil, peglicol 5 oleate, pegoxol 7 stearate, purified water
36800-0083	Inactive ingredients acacia, calcium carbonate, carnauba wax, confectioner’s sugar, corn starch, croscarmellose sodium, crospovidone, FD&C blue no. 2, FD&C red no. 40, FD&C yellow no. 6, gelatin, guar gum, hydrogenated vegetable oil, hydroxypropyl cellulose, kaolin, pharmaceutical ink, polyethylene glycol, powdered cellulose, povidone, pregelatinized starch, silicon dioxide, sodium benzoate, sucrose, talc, titanium dioxide, white wax
36800-0086	Inactive ingredients acacia, anhydrous lactose, calcium sulfate, carnauba wax, colloidal silicon dioxide, corn starch, D&C yellow no. 10, edible ink, FD&C yellow no. 6, gelatin, magnesium stearate, microcrystalline cellulose, pharmaceutical glaze, polyvinyl acetate phthalate, povidone, sodium starch glycolate, stearic acid, sugar, talc, titanium dioxide
36800-0089	Inactive ingredients mineral oil, white petrolatum
36800-0090	Inactive ingredients Nighttime D&C yellow no. 10, edible ink, FD&C blue no. 1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol sorbitan solution Daytime edible ink, FD&C red no. 40, FD&C yellow no. 6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol sorbitan solution
36800-0090	Inactive ingredients NIGHTTIME D&C yellow no. 10, edible ink, FD&C blue no. 1, gelatin, glycerin, mannitol, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol DAYTIME edible ink, FD&C red no. 40, FD&C yellow no. 6, gelatin, glycerin, mannitol, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
36800-0091	Inactive ingredients talc, zinc oxide, acacia seyal gum, eucalyptol, methyl salicylate, salicylic acid, thymol, zinc stearate
36800-0092	Inactive ingredients glycerin, grape flavor, maltitol solution, masking agent, noncrystallizing sorbitol solution, phosphoric acid, polyethylene glycol, propylene glycol, purified water, sodium benzoate, sodium metabisulfite, sodium phosphate monobasic dihydrate, sucralose powder.
36800-0094	Inactive ingredients carnauba wax, dibasic calcium phosphate, FD&C red no. 40 aluminum lake, lecithin, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, silicon dioxide, talc, titanium dioxide
36800-0096	Inactive ingredients acesulfame potassium, anhydrous citric acid, aspartame, colloidal silicon dioxide, FD&C blue #1, FD&C red #40, flavor, maltodextrin, pregelatinized starch, sodium citrate, sucrose, tribasic calcium phosphate
36800-0098	Inactive ingredients edible white ink, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
36800-0099	Inactive ingredients aloe barbadensis, cetearyl alcohol/sodium lauryl sulfate/sodium cetearyl sulfate, chamomile (anthemis nobilis) oil, citric acid, corn (zea mays) oil, glycerin, glyceryl stearate, isopropyl palmitate, maltodextrin, methylparaben, mineral oil, paraffin, petrolatum, propylene glycol, propylparaben, purified water, stearyl alcohol, vitamin A (retinyl palmitate), vitamin D (cholecalciferol), vitamin E (tocopheryl acetate).
36800-0100	Inactive Ingredients bees wax, BHT, cod liver oil, fragrance, lanolin, methylparaben, petrolatum, purified water
36800-0101	Inactive ingredients edible white ink, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
36800-0102	Inactive ingredients in Daytime edible white ink, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
36800-0102	Inactive ingredients in Nighttime edible white ink, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
36800-0103	Lactose, magnesium silicate, magnesium stearate, microcrystalline cellulose, pharmaceutical glaze, and sodium starch glycolate. image of carton
36800-0105	Inactive ingredients anhydrous citric acid, butylparaben, carboxymethylcellulose sodium, carrageenan, D&C red no. 33, FD&C red no. 40, flavor, glycerin, high fructose corn syrup, hydroxyethyl cellulose, microcrystalline cellulose, propylene glycol, purified water, sodium benzoate, sorbitol solution
36800-0108	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, BENZOPHENONE-4, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZLINONE, RED 33 (CI 17200), YELLOW 5 (CI 19140)
36800-0109	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, YELLOW 10 (CI 47005), GREEN 3 (CI 42053)
36800-0109	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINOEN, YELLOW 10 (CI 47005), GREEN 3 (CI 42053)
36800-0110	Inactive ingredients dibasic sodium phosphate, glycerin, hydrogen peroxide, nonoxynol-10, phosphoric acid, purified water
36800-0111	Inactive ingredients D&C Red #33, edible ink, FD&C Blue #1, FD&C Red #40, FD&C Yellow #6, gelatin, glycerin, polyethylene glycol, propylene glycol, purified water, sorbitol special, and titanium dioxide
36800-0112	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, RED 40 (CI 16035), YELLOW 5 (CI 19140), BLUE 1 (CI 42090)
36800-0114	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, GLYCERIN, DECYL GLUCOSIDE, ALOE BARBADENSIS LEAF JUICE, CAMELLIA SINENSIS LEAF EXTRACT, FRAGRANCE (PARFUM), POLYQUATERNIUM-7, XANTHAN GUM, TETRASODIUM EDTA, POLYSORBATE 20, SODIUM CITRATE, CITRIC ACID, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, BLUE 1 (CI 42090), EXT. VIOLET 2 (CI 60730)
36800-0117	Inactive ingredients D&C red no. 28, D&C yellow no. 10, FD&C blue no. 1, gelatin, hypromellose, low substituted hydroxypropyl cellulose, mannitol, meglumine, methacrylic acid copolymer, pharmaceutical ink, polyethylene glycol, polysorbate 80, sodium lauryl sulfate, sugar spheres, talc, titanium dioxide
36800-0120	Inactive ingredients acacia, calcium sulfate anhydrous, carnauba wax, colloidal silicon dioxide, corn starch, D&C red #7 calcium lake, hypromellose phthalate, iron oxide, iron oxide black, iron oxide yellow, kaolin, magnesium stearate, microcrystalline cellulose, polyethylene glycol (PEG) 400, povidone, shellac, sodium starch glycolate, stearic acid, sugar, talc, titanium dioxide, triacetin
36800-0124	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, RED 4 (CI 124700), YELLOW 5 (CI 19140)
36800-0124	INACTIVE INGREDIENTS WATER (AQUA), COCAMIDOPROPYL BETAINE, POLYSORBATE 20, GLYCERIN, FRAGRANCE (PARFUM), SODIUM CITRATE, XANTHAN GUM, POLYQUATERNIUM-7, DECYL GLUCOSIDE, TETRASODIUM EDTA, CITRIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, ALOE BARBADENSIS LEAF JUICE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, RED 4 (CI 14700), YELLOW 5 (CI 19140)
36800-0125	Inactive ingredients edible white printing ink, FD&C yellow #6, gelatin, glycerin, purified water.
36800-0130	Inactive ingredients anhydrous citric acid, butylparaben, carboxymethylcellulose sodium, carrageenan, D&C red no. 33, FD&C blue no. 1, flavor, glycerin, high fructose corn syrup, hydroxyethyl cellulose, microcrystalline cellulose, propylene glycol, purified water, sodium benzoate, sorbitol solution
36800-0133	Inactive ingredients acesulfame potassium, citric acid, colloidal silicon dioxide, D&C yellow no. 10, FD&C blue no. 1, FD&C red no. 40, flavors, maltodextrin, medium chain triglycerides, mono- and diglycerides, pregelatinized starch, silicon dioxide, sodium chloride, sodium citrate, soy lecithin, sucrose, triacetin, tribasic calcium phosphate
36800-0136	Inactive Ingredients benzoic acid, flavor, magnesium aluminum silicate, methyl cellulose, purified water, red 22, red 28, saccharin sodium, salicylic acid, sodium salicylate, sorbic acid, sucralose
36800-0138	Inactive ingredients acacia, anhydrous lactose*, calcium sulfate anhydrous, carnauba wax, colloidal silicon dioxide, corn starch, croscarmellose sodium, dibasic calcium phosphate dihydrate, FD&C blue #1 aluminum lake, iron oxide, iron oxide black, iron oxide yellow, isopropyl alcohol*, kaolin, lake brilliant blue FCF*, magnesium stearate, maltodextrin*, microcrystalline cellulose, Opacode black S-1-17823*, Opagloss 6000P*, polyethylene glycol, povidone, pregelatinized starch, shellac, sodium lauryl sulfate, stearic acid, sugar, talc, tartaric acid*, titanium dioxide *contains one or more of these ingredients
36800-0139	Inactive ingredients carnauba wax, dibasic calcium phosphate, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, silicon dioxide, sodium starch glycolate, stearic acid, talc, titanium dioxide
36800-0140	Inactive ingredients FD&C blue no. 2 aluminum lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, povidone, talc, titanium dioxide
36800-0141	Inactive ingredients carnauba wax, hypromellose, iron oxides, magnesium stearate, microcrystalline cellulose, pregelatinized starch, polydextrose, polyethylene glycol, talc, titanium dioxide, triacetin
36800-0143	Inactive Ingredients D&C yellow no. 10, edible ink, FD&C blue no. 1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitol sorbitan solution Questions or comments? 1-888-423-0139
36800-0145	Inactive Ingredients croscarmellose sodium, crospovidone, FD&C yellow #6 aluminum lake, maltodextrin, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, pregelatinized starch, silicon dioxide, stearic acid, talc, titanium dioxide
36800-0147	Inactive ingredients carnauba wax**, colloidal silicon dioxide, corn starch, hypromellose, maltodextrin**, microcrystalline cellulose, mineral oil**, polydextrose**, povidone, sodium starch glycolate**, stearic acid, talc**, titanium dioxide, triglycerides** **contains one or more of these ingredients
36800-0148	Inactive ingredients Corn syrup, FD C yellow 10, FD C yellow 6, glycerin, natural and artificial flavors, propylene glycol, sucralose and water. Soybean oil and corn starch use as processing aids.
36800-0149	Inactive ingredients Corn syrup, FD C yellow 10, FD C yellow 6, glycerin, natural and artificial flavors, propylene glycol, sucralose and water. Soybean oil and corn starch use as processing aids.
36800-0150	Inactive ingredients edible white ink, FD&C red #40, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, propylene glycol, purified water, and sorbitol special
36800-0151	Inactive ingredients collodial silicon dioxide, crospovidone, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, sodium starch glycolate, stearic acid, talc, titanium dioxide
36800-0152	Inactive ingredients aloe barbadensis leaf juice, alumina magnesium metasilicate, aluminum hydroxide, BHT, caster oil, disodium EDTA, gelatin, glycerin, isopropyl myristate, kaolin, methylparaben, PEG-4 stearate, polysorbate 80, polyvinyl alcohol, purified water, PVP, tocopherol acetate, sodium polyacrylate, tartaric acid, tianium dioxide. Release Liner: polypropylene. Non-Woven Material: polyester non-woven fabric.
