dea_schedule	description	labeler	nonproprietary_name	package_code	package_ndc	price_per_unit	product_code	product_ndc	proprietary_name	unit
	METOPROLOL TARTRATE 25 MG TAB	51079	Metoprolol Tartrate	20	51079-0255-20	0.02595	0255	51079-0255	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	57237	Metoprolol Tartrate	01	57237-0100-01	0.02595	0100	57237-0100	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	57237	Metoprolol Tartrate	99	57237-0100-99	0.02595	0100	57237-0100	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	57664	Metoprolol Tartrate	52	57664-0506-52	0.02595	0506	57664-0506	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	57664	Metoprolol Tartrate	58	57664-0506-58	0.02595	0506	57664-0506	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	62584	Metoprolol Tartrate	01	62584-0265-01	0.02595	0265	62584-0265	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	62584	Metoprolol Tartrate	11	62584-0265-11	0.02595	0265	62584-0265	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	63304	Metoprolol Tartrate	01	63304-0579-01	0.02595	0579	63304-0579	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	63304	Metoprolol Tartrate	10	63304-0579-10	0.02595	0579	63304-0579	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	65862	Metoprolol Tartrate	01	65862-0062-01	0.02595	0062	65862-0062	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 25 MG TAB	65862	Metoprolol Tartrate	99	65862-0062-99	0.02595	0062	65862-0062	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0093	Metoprolol Tartrate	01	0093-0733-01	0.02040	0733	0093-0733	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0093	Metoprolol Tartrate	10	0093-0733-10	0.02040	0733	0093-0733	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0378	Metoprolol Tartrate	01	0378-0032-01	0.02040	0032	0378-0032	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0378	Metoprolol Tartrate	02	0378-0032-02	0.02040	0032	0378-0032	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0378	Metoprolol Tartrate	04	0378-0032-04	0.02040	0032	0378-0032	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0378	Metoprolol Tartrate	10	0378-0032-10	0.02040	0032	0378-0032	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0591	Metoprolol Tartrate	01	0591-0462-01	0.02040	0462	0591-0462	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0591	Metoprolol Tartrate	10	0591-0462-10	0.02040	0462	0591-0462	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0904	Metoprolol Tartrate	60	0904-6341-60	0.02040	6341	0904-6341	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0904	Metoprolol Tartrate	61	0904-6341-61	0.02040	6341	0904-6341	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	0904	Metoprolol Tartrate	80	0904-6341-80	0.02040	6341	0904-6341	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	50742	Metoprolol Tartrate	01	50742-0108-01	0.02040	0108	50742-0108	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	50742	Metoprolol Tartrate	10	50742-0108-10	0.02040	0108	50742-0108	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	51079	Metoprolol Tartrate	01	51079-0801-01	0.02040	0801	51079-0801	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	51079	Metoprolol Tartrate	17	51079-0801-17	0.02040	0801	51079-0801	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	51079	Metoprolol Tartrate	19	51079-0801-19	0.02040	0801	51079-0801	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	51079	Metoprolol Tartrate	20	51079-0801-20	0.02040	0801	51079-0801	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	51079	Metoprolol Tartrate	30	51079-0801-30	0.02040	0801	51079-0801	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57237	Metoprolol Tartrate	01	57237-0101-01	0.02040	0101	57237-0101	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57237	Metoprolol Tartrate	99	57237-0101-99	0.02040	0101	57237-0101	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57664	Metoprolol Tartrate	52	57664-0166-52	0.02040	0166	57664-0166	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57664	Metoprolol Tartrate	58	57664-0166-58	0.02040	0166	57664-0166	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57664	Metoprolol Tartrate	52	57664-0477-52	0.02040	0477	57664-0477	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	57664	Metoprolol Tartrate	58	57664-0477-58	0.02040	0477	57664-0477	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	59762	Metoprolol Tartrate	03	59762-1301-03	0.02040	1301	59762-1301	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	62584	Metoprolol Tartrate	01	62584-0266-01	0.02040	0266	62584-0266	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	62584	Metoprolol Tartrate	11	62584-0266-11	0.02040	0266	62584-0266	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	63304	Metoprolol Tartrate	01	63304-0580-01	0.02040	0580	63304-0580	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	63304	Metoprolol Tartrate	10	63304-0580-10	0.02040	0580	63304-0580	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	65862	Metoprolol Tartrate	01	65862-0063-01	0.02040	0063	65862-0063	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	65862	Metoprolol Tartrate	99	65862-0063-99	0.02040	0063	65862-0063	Metoprolol Tartrate	EA	
	METOPROLOL TARTRATE 50 MG TAB	68645	Metoprolol Tartrate	59	68645-0190-59	0.02040	0190	68645-0190	Metoprolol Tartrate	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 100-25 MG TAB	0378	Metoprolol Tartrate and Hydrochlorothiazide	01	0378-0434-01	1.21915	0434	0378-0434	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 100-25 MG TAB	13811	Metoprolol Tartrate and Hydrochlorothiazide	10	13811-0670-10	1.21915	0670	13811-0670	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 100-25 MG TAB	16714	Metoprolol Tartrate and Hydrochlorothiazide	02	16714-0418-02	1.21915	0418	16714-0418	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 100-25 MG TAB	62756	Metoprolol Tartrate and Hydrochlorothiazide	88	62756-0368-88	1.21915	0368	62756-0368	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 50-25 MG TAB	0378	Metoprolol Tartrate and Hydrochlorothiazide	01	0378-0424-01	0.79062	0424	0378-0424	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 50-25 MG TAB	13811	Metoprolol Tartrate and Hydrochlorothiazide	10	13811-0669-10	0.79062	0669	13811-0669	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 50-25 MG TAB	16714	Metoprolol Tartrate and Hydrochlorothiazide	02	16714-0417-02	0.79062	0417	16714-0417	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METOPROLOL-HYDROCHLOROTHIAZIDE 50-25 MG TAB	62756	Metoprolol Tartrate and Hydrochlorothiazide	88	62756-0370-88	0.79062	0370	62756-0370	Metoprolol Tartrate and Hydrochlorothiazide	EA	
	METROGEL TOPICAL 1% GEL	0299	Metronidazole	60	0299-3820-60	4.75645	3820	0299-3820	Metrogel	GM	
	METROGEL TOPICAL 1% PUMP	0299	Metronidazole	01	0299-3820-01	5.44094	3820	0299-3820	Metrogel	GM	
	METROGEL-VAGINAL 0.75% GEL	99207	Metronidazole	70	99207-0130-70	3.41395	0130	99207-0130	Metrogel-vaginal	GM	
	METRONIDAZOLE 0.75% CREAM	0168	Metronidazole	46	0168-0323-46	2.38311	0323	0168-0323	Metronidazole	GM	
	METRONIDAZOLE 0.75% CREAM	0472	Metronidazole Topical Cream, 0.75%	45	0472-0911-45	2.38311	0911	0472-0911	Metronidazole	GM	
	METRONIDAZOLE 0.75% CREAM	0713	Metronidazole	37	0713-0633-37	2.38311	0633	0713-0633	Metronidazole	GM	
	METRONIDAZOLE 0.75% CREAM	66993	Metronidazole	45	66993-0960-45	2.38311	0960	66993-0960	Metronidazole	GM	
	METRONIDAZOLE 0.75% CREAM	67405	Metronidazole	45	67405-0110-45	2.38311	0110	67405-0110	Metronidazole	GM	
	METRONIDAZOLE 0.75% LOTION	0168	Metronidazole	60	0168-0383-60	3.11759	0383	0168-0383	Metronidazole	ML	
	METRONIDAZOLE 0.75% LOTION	0472	Metronidazole	02	0472-0912-02	3.11759	0912	0472-0912	Metronidazole	ML	
	METRONIDAZOLE 0.75% LOTION	66993	Metronidazole	59	66993-0961-59	3.11759	0961	66993-0961	Metronidazole	ML	
	METRONIDAZOLE 250 MG TABLET	0591	Metronidazole	01	0591-2521-01	0.25606	2521	0591-2521	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	0591	Metronidazole	05	0591-2521-05	0.25606	2521	0591-2521	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	0591	Metronidazole	25	0591-2521-25	0.25606	2521	0591-2521	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	0904	Metronidazole	61	0904-1453-61	0.25606	1453	0904-1453	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	23155	Metronidazole	01	23155-0064-01	0.25606	0064	23155-0064	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	23155	Metronidazole	05	23155-0064-05	0.25606	0064	23155-0064	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	29300	Metronidazole	01	29300-0226-01	0.25606	0226	29300-0226	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	29300	Metronidazole	05	29300-0226-05	0.25606	0226	29300-0226	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	29300	Metronidazole	52	29300-0226-52	0.25606	0226	29300-0226	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	50111	Metronidazole	01	50111-0333-01	0.25606	0333	50111-0333	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	50111	Metronidazole	02	50111-0333-02	0.25606	0333	50111-0333	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	50111	Metronidazole	06	50111-0333-06	0.25606	0333	50111-0333	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	51079		01	51079-0122-01	0.25606	0122	51079-0122		EA	
	METRONIDAZOLE 250 MG TABLET	51079		17	51079-0122-17	0.25606	0122	51079-0122		EA	
	METRONIDAZOLE 250 MG TABLET	51079	Metronidazole	01	51079-0216-01	0.25606	0216	51079-0216	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	51079	Metronidazole	20	51079-0216-20	0.25606	0216	51079-0216	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	68001	Metronidazole	00	68001-0229-00	0.25606	0229	68001-0229	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	68001	Metronidazole	03	68001-0229-03	0.25606	0229	68001-0229	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	68001	Metronidazole	13	68001-0229-13	0.25606	0229	68001-0229	Metronidazole	EA	
	METRONIDAZOLE 250 MG TABLET	68084	Metronidazole	01	68084-0216-01	0.25606	0216	68084-0216	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	0591	Metronidazole	05	0591-2522-05	0.45458	2522	0591-2522	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	0591	Metronidazole	50	0591-2522-50	0.45458	2522	0591-2522	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	0591	Metronidazole	05	0591-5215-05	0.45458	5215	0591-5215	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	0591	Metronidazole	50	0591-5215-50	0.45458	5215	0591-5215	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	23155	Metronidazole	01	23155-0065-01	0.45458	0065	23155-0065	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	23155	Metronidazole	05	23155-0065-05	0.45458	0065	23155-0065	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	29300	Metronidazole	01	29300-0227-01	0.45458	0227	29300-0227	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	29300	Metronidazole	05	29300-0227-05	0.45458	0227	29300-0227	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	29300	Metronidazole	46	29300-0227-46	0.45458	0227	29300-0227	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	50111	Metronidazole	01	50111-0334-01	0.45458	0334	50111-0334	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	50111	Metronidazole	02	50111-0334-02	0.45458	0334	50111-0334	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	51079		01	51079-0126-01	0.45458	0126	51079-0126		EA	
	METRONIDAZOLE 500 MG TABLET	51079		17	51079-0126-17	0.45458	0126	51079-0126		EA	
	METRONIDAZOLE 500 MG TABLET	51079	Metronidazole	01	51079-0217-01	0.45458	0217	51079-0217	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	51079	Metronidazole	17	51079-0217-17	0.45458	0217	51079-0217	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	51079	Metronidazole	19	51079-0217-19	0.45458	0217	51079-0217	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	51079	Metronidazole	20	51079-0217-20	0.45458	0217	51079-0217	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	68001	Metronidazole	03	68001-0230-03	0.45458	0230	68001-0230	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	68084	Metronidazole	01	68084-0364-01	0.45458	0364	68084-0364	Metronidazole	EA	
	METRONIDAZOLE 500 MG TABLET	68084	Metronidazole	01	68084-0966-01	0.45458	0966	68084-0966	Metronidazole	EA	
	METRONIDAZOLE TOPICAL 0.75% GL	0115	Metronidazole	46	0115-1474-46	2.39909	1474	0115-1474	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 0.75% GL	0168	Metronidazole	45	0168-0275-45	2.39909	0275	0168-0275	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 0.75% GL	0713	Metronidazole	37	0713-0637-37	2.39909	0637	0713-0637	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 0.75% GL	0781	Metronidazole	19	0781-7078-19	2.39909	7078	0781-7078	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 0.75% GL	51672	Metronidazole	06	51672-4116-06	2.39909	4116	51672-4116	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 0.75% GL	66993	Metronidazole	45	66993-0962-45	2.39909	0962	66993-0962	Metronidazole Topical Gel	GM	
	METRONIDAZOLE TOPICAL 1% GEL	0781	Metronidazole	35	0781-7080-35	3.87684	7080	0781-7080	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 1% GEL	51672	Metronidazole	03	51672-5295-03	3.87684	5295	51672-5295	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 1% GEL	0781	Metronidazole	55	0781-7080-55	3.90015	7080	0781-7080	Metronidazole	GM	
	METRONIDAZOLE TOPICAL 1% GEL	51672	Metronidazole	09	51672-5295-09	3.90015	5295	51672-5295	Metronidazole	GM	
	METRONIDAZOLE VAGINAL 0.75% GL	0781	Metronidazole	87	0781-7077-87	0.30706	7077	0781-7077	Metronidazole	GM	
	METRONIDAZOLE VAGINAL 0.75% GL	66993	Metronidazole	70	66993-0935-70	0.30706	0935	66993-0935	Metronidazole	GM	
	METRONIDAZOLE VAGINAL 0.75% GL	68682	Metronidazole	70	68682-0455-70	0.30706	0455	68682-0455	Metronidazole	GM	
	MEXILETINE 150 MG CAPSULE	0093	Mexiletine Hydrochloride	01	0093-8739-01	0.65162	8739	0093-8739	Mexiletine Hydrochloride	EA	
	MEXILETINE 200 MG CAPSULE	0093	Mexiletine Hydrochloride	01	0093-8740-01	0.78548	8740	0093-8740	Mexiletine Hydrochloride	EA	
	MEXILETINE 250 MG CAPSULE	0093	Mexiletine Hydrochloride	01	0093-8741-01	1.01970	8741	0093-8741	Mexiletine Hydrochloride	EA	
	MI ACID SUSPENSION	0904	Aluminum Hydroxide, Magnesium Hydroxide, Dimethicone	14	0904-0004-14	0.00570	0004	0904-0004	Mi-acid Regular Strength	ML	
	MI ACID SUSPENSION	0904	Aluminum Hydroxide, Magnesium Hydroxide, Dimethicone	14	0904-0005-14	0.00763	0005	0904-0005	Mi-acid Maximum Strength	ML	
	MI-ACID GAS 80 MG TAB CHEW	0904	Simethicone	60	0904-5068-60	0.02394	5068	0904-5068	Mi-acid Gas Relief	EA	
	MIACALCIN 200 UNIT NASAL SPRAY	0078	Calcitonin Salmon	54	0078-0311-54	79.38787	0311	0078-0311	Miacalcin	ML	
	MICARDIS 20 MG TABLET	0597	Telmisartan	37	0597-0039-37	5.20215	0039	0597-0039	Micardis	EA	
	MICARDIS 40 MG TABLET	0597	Telmisartan	37	0597-0040-37	5.23600	0040	0597-0040	Micardis	EA	
	MICARDIS 80 MG TABLET	0597	Telmisartan	37	0597-0041-37	5.20951	0041	0597-0041	Micardis	EA	
	MICARDIS HCT 40-12.5 MG TABLET	0597	Telmisartan and Hydrochlorothiazide	37	0597-0043-37	5.22291	0043	0597-0043	Micardis Hct	EA	
	MICARDIS HCT 80-12.5 MG TABLET	0597	Telmisartan and Hydrochlorothiazide	37	0597-0044-37	5.21625	0044	0597-0044	Micardis Hct	EA	
	MICARDIS HCT 80-25 MG TABLET	0597	Telmisartan and Hydrochlorothiazide	37	0597-0042-37	5.21994	0042	0597-0042	Micardis Hct	EA	
	MICONAZOLE 100 MG VAG SUPP	0713	Miconazole Nitrate	57	0713-0197-57	0.60705	0197	0713-0197	Miconazole Nitrate	EA	
	MICONAZOLE 3 200 MG VAG SUPP	0472	Miconazole Nitrate	03	0472-1738-03	12.21445	1738	0472-1738	Miconazole Nitrate	EA	
	MICONAZOLE 3 COMBO PACK	0113	Miconazole Nitrate	00	0113-0081-00	7.97556	0081	0113-0081	Good Sense Miconazole 3	EA	
	MICONAZOLE 3 COMBO PACK	0904	Miconazole Nitrate	01	0904-5415-01	7.97556	5415	0904-5415	Miconazole 3 Combination Pack	EA	
	MICONAZOLE 3 COMBO PACK	24385	Miconazole Nitrate	02	24385-0606-02	7.97556	0606	24385-0606	Good Neighbor Pharmacy Miconazole Nitrate	EA	
	MICONAZOLE 3 COMBO PACK	36800	Miconazole Nitrate	00	36800-0081-00	7.97556	0081	36800-0081	Topcare Miconazole 3	EA	
	MICONAZOLE 7 100 MG VAG SUPP	0472	Miconazole Nitrate	07	0472-1736-07	0.60705	1736	0472-1736	Miconazole 7	EA	
	MICONAZOLE 7 CREAM	0113	Miconazole Nitrate	29	0113-0214-29	0.10857	0214	0113-0214	Good Sense Miconazole 7	GM	
	MICONAZOLE 7 CREAM	0113	Miconazole Nitrate	29	0113-0825-29	0.10857	0825	0113-0825	Good Sense Miconazole 7	GM	
	MICONAZOLE 7 CREAM	0904	Miconazole Nitrate	45	0904-7734-45	0.10857	7734	0904-7734	Miconazole 7	GM	
	MICONAZOLE 7 CREAM	0904	Miconazole Nitrate	57	0904-7734-57	0.10857	7734	0904-7734	Miconazole 7	GM	
	MICONAZOLE 7 CREAM	24385	Miconazole Nitrate	29	24385-0590-29	0.10857	0590	24385-0590	Good Neighbor Pharmacy Miconazole 7	GM	
	MICONAZOLE 7 CREAM	36800	Miconazole Nitrate	29	36800-0825-29	0.10857	0825	36800-0825	Topcare Miconazole 7	GM	
	MICONAZOLE NITRATE 2% CREAM	0603	Miconazole Nitrate	50	0603-7805-50	0.06711	7805	0603-7805	Miconazole Nitrate	GM	
	MICONAZOLE NITRATE 2% CREAM	0472	Miconazole Nitrate	42	0472-0735-42	0.07198	0735	0472-0735	Antifungal	GM	
	MICONAZOLE NITRATE 2% CREAM	0472	Miconazole Nitrate	56	0472-0735-56	0.07293	0735	0472-0735	Antifungal	GM	
	MICONAZOLE NITRATE 2% CREAM	0472	Miconazole Nitrate	41	0472-0730-41	0.10857	0730	0472-0730	Miconazole 7	GM	
	MICONAZOLE NITRATE 2% CREAM	0472	Miconazole Nitrate	63	0472-0730-63	0.10857	0730	0472-0730	Miconazole 7	GM	
	MICONAZOLE NITRATE 2% CREAM	0713	Miconazole Nitrate	37	0713-0252-37	0.10857	0252	0713-0252	Miconazole Nitrate	GM	
	MICONAZOLE NITRATE 2% CREAM	51672	Miconazole Nitrate	06	51672-2035-06	0.10857	2035	51672-2035	Miconazole Nitrate	GM	
	MICONAZOLE NITRATE 2% CREAM	51672	Miconazole Nitrate	02	51672-2001-02	0.11089	2001	51672-2001	Miconazole Nitrate	GM	
	MICONAZORB AF 2% POWDER	37205	Miconazole Nitrate	18	37205-0653-18	0.06413	0653	37205-0653	Leader Medicated	GM	
	MICRO-GUARD 2% POWDER	11701	Miconazole Nitrate	16	11701-0038-16	0.05618	0038	11701-0038	Micro-guard	GM	
	MICROGESTIN 21 1-20 TABLET	52544	Norethindrone Acetate and Ethinyl Estradiol	21	52544-0276-21	0.76254	0276	52544-0276	Microgestin	EA	
	MICROGESTIN 21 1-20 TABLET	52544	Norethindrone Acetate and Ethinyl Estradiol	21	52544-0950-21	0.76254	0950	52544-0950	Microgestin	EA	
	MICROGESTIN 21 1.5-30 TAB	52544	Norethindrone Acetate and Ethinyl Estradiol	21	52544-0290-21	0.71916	0290	52544-0290	Microgestin	EA	
	MICROGESTIN 21 1.5-30 TAB	52544	Norethindrone Acetate and Ethinyl Estradiol	21	52544-0951-21	0.71916	0951	52544-0951	Microgestin	EA	
	MICROGESTIN FE 1-20 TABLET	52544	Norethindrone Acetate and Ethinyl Estradiol and Ferrous Fumarate	28	52544-0249-28	0.49172	0249	52544-0249	Microgestin	EA	
	MICROGESTIN FE 1-20 TABLET	52544	Norethindrone Acetate and Ethinyl Estradiol and Ferrous Fumarate	28	52544-0630-28	0.49172	0630	52544-0630	Microgestin Fe	EA	
	MICROGESTIN FE 1.5-30 TAB	52544	Norethindrone Acetate and Ethinyl Estradiol and Ferrous Fumarate	28	52544-0233-28	0.49357	0233	52544-0233	Microgestin	EA	
	MICROGESTIN FE 1.5-30 TAB	52544	Norethindrone Acetate and Ethinyl Estradiol and Ferrous Fumarate	28	52544-0631-28	0.49357	0631	52544-0631	Microgestin Fe	EA	
CIV	MIDAZOLAM HCL 2 MG/2 ML VIAL	0641	Midazolam	25	0641-6057-25	0.30860	6057	0641-6057	Midazolam	ML	
CIV	MIDAZOLAM HCL 2 MG/2 ML VIAL	63323	Midazolam Hydrochloride	12	63323-0411-12	0.30860	0411	63323-0411	Midazolam	ML	
CIV	MIDAZOLAM HCL 2 MG/ML SYRUP	0054	Midazolam Hydrochloride	99	0054-3566-99	0.43856	3566	0054-3566	Midazolam Hydrochloride	ML	
CIV	MIDAZOLAM HCL 2 MG/ML SYRUP	0574	Midazolam Hydrochloride	04	0574-0150-04	0.43856	0150	0574-0150	Midazolam Hydrochloride	ML	
CIV	MIDAZOLAM HCL 2 MG/ML SYRUP	63304	Midazolam Hydrochloride	18	63304-0205-18	0.43856	0205	63304-0205	Midazolam Hydrochloride	ML	
CIV	MIDAZOLAM HCL 5 MG/ML VIAL	0409	Midazolam Hydrochloride	05	0409-2596-05	0.41060	2596	0409-2596	Midazolam Hydrochloride	ML	
CIV	MIDAZOLAM HCL 5 MG/ML VIAL	0409	Midazolam Hydrochloride	53	0409-2596-53	0.41060	2596	0409-2596	Midazolam Hydrochloride	ML	
CIV	MIDAZOLAM HCL 5 MG/ML VIAL	63323	Midazolam Hydrochloride	10	63323-0412-10	0.41060	0412	63323-0412	Midazolam	ML	
CIV	MIDAZOLAM HCL 50 MG/10 ML VIAL	0641	Midazolam	10	0641-6060-10	0.41060	6060	0641-6060	Midazolam	ML	
CIV	MIDAZOLAM HCL 50 MG/10 ML VIAL	25021	Midazolam Hydrochloride	10	25021-0661-10	0.41060	0661	25021-0661	Midazolam	ML	
CIV	MIDAZOLAM HCL 50 MG/10 ML VIAL	57664	Midazolam Hydrochloride	45	57664-0634-45	0.41060	0634	57664-0634	Midazolam	ML	
	MIDODRINE HCL 10 MG TABLET	0115	Midodrine Hydrochloride	01	0115-4233-01	1.28502	4233	0115-4233	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 10 MG TABLET	0185	Midodrine Hydrochloride	01	0185-0149-01	1.28502	0149	0185-0149	Midodrine Hcl	EA	
	MIDODRINE HCL 10 MG TABLET	0245	Midodrine Hydrochloride	11	0245-0213-11	1.28502	0213	0245-0213	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 10 MG TABLET	0378	Midodrine Hydrochloride	01	0378-1903-01	1.28502	1903	0378-1903	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 10 MG TABLET	60505	Midodrine Hydrochloride	01	60505-1325-01	1.28502	1325	60505-1325	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 10 MG TABLET	60505	Midodrine Hydrochloride	08	60505-1325-08	1.28502	1325	60505-1325	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	0115	Midodrine Hydrochloride	01	0115-4211-01	0.37715	4211	0115-4211	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	0185	Midodrine Hydrochloride	01	0185-0040-01	0.37715	0040	0185-0040	Midodrine Hcl	EA	
	MIDODRINE HCL 2.5 MG TABLET	0245	Midodrine Hydrochloride	11	0245-0211-11	0.37715	0211	0245-0211	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	0378	Midodrine Hydrochloride	01	0378-1901-01	0.37715	1901	0378-1901	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	60505	Midodrine Hydrochloride	01	60505-1320-01	0.37715	1320	60505-1320	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	60505	Midodrine Hydrochloride	08	60505-1320-08	0.37715	1320	60505-1320	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 2.5 MG TABLET	68084	Midodrine Hydrochloride	01	68084-0240-01	0.37715	0240	68084-0240	Midodrine Hcl	EA	
	MIDODRINE HCL 2.5 MG TABLET	68084	Midodrine Hydrochloride	11	68084-0240-11	0.37715	0240	68084-0240	Midodrine Hcl	EA	
