product_ndc	class_name
45802-0059	Polyene Antifungal
45802-0063	Corticosteroid
45802-0064	Corticosteroid
45802-0065	Corticosteroid
45802-0098	Aminosalicylate
45802-0106	Alpha-adrenergic Agonist
45802-0107	Alpha-adrenergic Agonist
45802-0110	Cholinergic Nicotinic Agonist
45802-0112	Rna Synthetase Inhibitor Antibacterial
45802-0118	Corticosteroid
45802-0119	Non-standardized Food Allergenic Extract
45802-0124	Corticosteroid
45802-0129	Corticosteroid
45802-0131	Corticosteroid
45802-0132	Peroxisome Proliferator Receptor Alpha Agonist
45802-0133	Nonsteroidal Anti-inflammatory Drug
45802-0140	Nonsteroidal Anti-inflammatory Drug
45802-0144	Corticosteroid
45802-0151	Corticosteroid
45802-0182	Retinoid
45802-0183	Retinoid
45802-0188	Alpha-1 Adrenergic Agonist
45802-0206	Cholinergic Nicotinic Agonist
45802-0210	Nitrate Vasodilator
45802-0221	Corticosteroid
45802-0222	Corticosteroid
45802-0245	Proton Pump Inhibitor
45802-0257	Non-standardized Food Allergenic Extract
45802-0263	Lincosamide Antibacterial
45802-0269	Pyrethroid
45802-0276	Corticosteroid
45802-0283	Corticosteroid
45802-0315	Peroxisome Proliferator Receptor Alpha Agonist
45802-0338	Melanin Synthesis Inhibitor
45802-0344	Cholinergic Nicotinic Agonist
45802-0354	Alpha-1 Adrenergic Agonist
45802-0358	Histamine-1 Receptor Antagonist
45802-0361	Retinoid
45802-0362	Retinoid
45802-0363	Retinoid
45802-0376	Corticosteroid
45802-0419	Alpha-hydroxy Acid
45802-0422	Corticosteroid
45802-0423	Corticosteroid
45802-0425	Histamine-1 Receptor Antagonist
45802-0432	Alpha-adrenergic Agonist
45802-0433	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
45802-0433	Sigma-1 Agonist
45802-0434	Azole Antifungal
45802-0437	Corticosteroid
45802-0438	Corticosteroid
45802-0441	Corticosteroid
45802-0453	Retinoid
45802-0455	Corticosteroid
45802-0465	Azole Antifungal
45802-0466	Azole Antifungal
45802-0472	Corticosteroid
45802-0490	Nonsteroidal Anti-inflammatory Drug
45802-0493	Alpha-hydroxy Acid
45802-0495	Corticosteroid
45802-0532	Azole Antifungal
45802-0562	Lincosamide Antibacterial
45802-0571	Histamine-1 Receptor Antagonist
45802-0572	Stimulant Laxative
45802-0594	Histamine-1 Receptor Antagonist
45802-0608	Vitamin D3 Analog
45802-0626	Histamine-1 Receptor Antagonist
45802-0637	Corticosteroid
45802-0660	Lincosamide Antibacterial
45802-0680	Histamine-1 Receptor Antagonist
45802-0710	Stimulant Laxative
45802-0717	Azole Antifungal
45802-0721	Histamine-1 Receptor Antagonist
45802-0736	Lincosamide Antibacterial
45802-0758	Phenothiazine
45802-0759	Phenothiazine
45802-0770	Sulfonylurea
45802-0822	Sulfonylurea
45802-0840	Progestin-containing Intrauterine Device
45802-0840	Progestin
45802-0868	Osmotic Laxative
45802-0873	Cholinergic Nicotinic Agonist
45802-0888	Proton Pump Inhibitor
45802-0896	Sulfonamide Antibacterial
45802-0897	Nonsteroidal Anti-inflammatory Drug
45802-0919	Histamine-1 Receptor Antagonist
45802-0925	Corticosteroid
45802-0930	Corticosteroid
45802-0937	Corticosteroid
45802-0939	Sulfonamide Antibacterial
45802-0942	Sulfonamide Antibacterial
45802-0946	Sulfonamide Antibacterial
45802-0947	Sulfonylurea
45802-0952	Nonsteroidal Anti-inflammatory Drug
45802-0954	Sulfonamide Antibacterial
45802-0960	Sulfonamide Antibacterial
45802-0961	Corticosteroid
45802-0962	Macrolide Antimicrobial
45802-0962	Macrolide
45802-0966	Macrolide
45802-0966	Macrolide Antimicrobial
45802-0968	Tubulin Inhibiting Agent
45802-0974	Histamine-1 Receptor Antagonist
45802-0975	Melanin Synthesis Inhibitor
45802-0980	Melanin Synthesis Inhibitor
45802-0981	Alpha-1 Adrenergic Agonist
45802-0982	Melanin Synthesis Inhibitor
45802-0984	Melanin Synthesis Inhibitor
45802-0989	Corticosteroid
45963-0125	Nonsteroidal Anti-inflammatory Drug
45963-0152	Dihydropyridine Calcium Channel Blocker
45963-0293	Tricyclic Antidepressant
45963-0294	Tricyclic Antidepressant
45963-0295	Tricyclic Antidepressant
45963-0303	Central Nervous System Stimulant
45963-0304	Central Nervous System Stimulant
45963-0305	Central Nervous System Stimulant
45963-0327	Sympathomimetic Amine Anorectic
45963-0341	Tricyclic Antidepressant
45963-0342	Tricyclic Antidepressant
45963-0343	Tricyclic Antidepressant
45963-0344	Tricyclic Antidepressant
45963-0345	Tricyclic Antidepressant
45963-0346	Tricyclic Antidepressant
45963-0412	Corticosteroid
45963-0438	Osmotic Laxative
45963-0439	Osmotic Laxative
45963-0460	Proton Pump Inhibitor
45963-0461	Proton Pump Inhibitor
45963-0500	5-alpha Reductase Inhibitor
45963-0538	Serotonin-3 Receptor Antagonist
45963-0539	Serotonin-3 Receptor Antagonist
45963-0558	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
45963-0558	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
45963-0558	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
45963-0559	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
45963-0559	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
45963-0559	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
45963-0560	Cholinesterase Inhibitor
45963-0561	Cholinesterase Inhibitor
45963-0569	Proton Pump Inhibitor
45963-0570	Proton Pump Inhibitor
45963-0600	5-alpha Reductase Inhibitor
45963-0633	Hmg-coa Reductase Inhibitor
45963-0634	Hmg-coa Reductase Inhibitor
45963-0635	Hmg-coa Reductase Inhibitor
45963-0751	Sulfonylurea
45963-0752	Sulfonylurea
45963-0753	Sulfonylurea
45963-0811	Nonsteroidal Anti-inflammatory Drug
45963-0833	Non-standardized Plant Allergenic Extract
45963-0833	Non-standardized Food Allergenic Extract
45984-0002	Non-standardized Food Allergenic Extract
45984-0003	Non-standardized Food Allergenic Extract
45984-0004	Standardized Chemical Allergen
46122-0004	Alpha-1 Adrenergic Agonist
46122-0006	Alpha-1 Adrenergic Agonist
46122-0008	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0008	Sigma-1 Agonist
46122-0010	Nonsteroidal Anti-inflammatory Drug
46122-0014	Osmotic Laxative
46122-0017	Sigma-1 Agonist
46122-0017	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0020	Histamine-1 Receptor Antagonist
46122-0022	Sigma-1 Agonist
46122-0022	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0023	Histamine-1 Receptor Inhibitor
46122-0029	Proton Pump Inhibitor
46122-0030	Standardized Chemical Allergen
46122-0032	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0032	Sigma-1 Agonist
46122-0036	Histamine-1 Receptor Antagonist
46122-0037	Histamine-1 Receptor Antagonist
46122-0038	Nonsteroidal Anti-inflammatory Drug
46122-0040	Histamine-1 Receptor Antagonist
46122-0041	Histamine-2 Receptor Antagonist
46122-0058	Sigma-1 Agonist
46122-0058	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0101	Histamine-1 Receptor Antagonist
46122-0103	Alpha-1 Adrenergic Agonist
46122-0104	Nonsteroidal Anti-inflammatory Drug
46122-0107	Proton Pump Inhibitor
46122-0108	Pyrethroid
46122-0109	Alpha-adrenergic Agonist
46122-0110	Nonsteroidal Anti-inflammatory Drug
46122-0111	Opioid Agonist
46122-0125	Arteriolar Vasodilator
46122-0134	Histamine-1 Receptor Antagonist
46122-0135	Alpha-1 Adrenergic Agonist
46122-0136	Sigma-1 Agonist
46122-0136	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0138	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0138	Sigma-1 Agonist
46122-0139	Sigma-1 Agonist
46122-0139	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0141	Sigma-1 Agonist
46122-0141	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0142	Sigma-1 Agonist
46122-0142	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0145	Histamine-1 Receptor Antagonist
46122-0146	Histamine-1 Receptor Inhibitor
46122-0163	Histamine-1 Receptor Inhibitor
46122-0166	Alpha-adrenergic Agonist
46122-0167	Alpha-adrenergic Agonist
46122-0168	Histamine-2 Receptor Antagonist
46122-0169	Opioid Agonist
46122-0172	Cholinergic Nicotinic Agonist
46122-0173	Cholinergic Nicotinic Agonist
46122-0174	Cholinergic Nicotinic Agonist
46122-0176	Cholinergic Nicotinic Agonist
46122-0177	Cholinergic Nicotinic Agonist
46122-0179	Histamine-1 Receptor Antagonist
46122-0180	Nonsteroidal Anti-inflammatory Drug
46122-0181	Histamine-1 Receptor Antagonist
46122-0182	Nonsteroidal Anti-inflammatory Drug
46122-0183	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0183	Sigma-1 Agonist
46122-0184	Sigma-1 Agonist
46122-0184	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0192	Sigma-1 Agonist
46122-0192	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0193	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0193	Sigma-1 Agonist
46122-0194	Alpha-1 Adrenergic Agonist
46122-0197	Nonsteroidal Anti-inflammatory Drug
46122-0198	Sigma-1 Agonist
46122-0198	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0204	Histamine-1 Receptor Antagonist
46122-0205	Histamine-2 Receptor Antagonist
46122-0206	Alpha-adrenergic Agonist
46122-0207	Opioid Agonist
46122-0208	Histamine-1 Receptor Antagonist
46122-0215	Sigma-1 Agonist
46122-0215	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0217	Sigma-1 Agonist
46122-0217	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0218	Sigma-1 Agonist
46122-0218	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0219	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0219	Sigma-1 Agonist
46122-0223	Histamine-2 Receptor Antagonist
46122-0224	Histamine-2 Receptor Antagonist
46122-0232	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0232	Sigma-1 Agonist
46122-0233	Sigma-1 Agonist
46122-0233	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0234	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0234	Sigma-1 Agonist
46122-0235	Sigma-1 Agonist
46122-0235	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0241	Opioid Agonist
46122-0244	Aminoglycoside Antibacterial
46122-0245	Sigma-1 Agonist
46122-0245	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
46122-0248	Nonsteroidal Anti-inflammatory Drug
46122-0254	Cholinergic Nicotinic Agonist
46122-0255	Cholinergic Nicotinic Agonist
46122-0259	Histamine-1 Receptor Antagonist
46122-0260	Phosphate Binder
46122-0260	Calcium
46122-0262	Nonsteroidal Anti-inflammatory Drug
46122-0266	Histamine-1 Receptor Antagonist
46287-0003	Corticosteroid
46287-0006	Potassium Binder
46287-0009	Antimycobacterial
46287-0010	Corticosteroid
46287-0012	Potassium Binder
46287-0015	Influenza A M2 Protein Inhibitor
46672-0036	Opioid Agonist
46672-0053	Barbiturate
46672-0092	Opioid Agonist
46672-0099	Barbiturate
46672-0138	Sympathomimetic Amine Anorectic
46672-0166	Opioid Agonist
46672-0174	Sympathomimetic Amine Anorectic
46672-0192	Opioid Agonist
46672-0228	Barbiturate
46672-0606	Influenza A M2 Protein Inhibitor
46672-0633	Barbiturate
46672-0641	Anti-epileptic Agent
46672-0642	Opioid Agonist
46672-0844	Sympathomimetic Amine Anorectic
46987-0322	Opioid Agonist
46987-0323	Opioid Agonist
46987-0324	Opioid Agonist
46987-0325	Opioid Agonist
46987-0326	Opioid Agonist
46987-0327	Opioid Agonist
46987-0328	Opioid Agonist
46987-0329	Opioid Agonist
46987-0330	Opioid Agonist
46987-0377	Opioid Agonist
46987-0410	Opioid Agonist
46987-0412	Opioid Agonist
47242-0031	Non-standardized Plant Allergenic Extract
47242-0051	Calcium
47242-0051	Phosphate Binder
47242-0071	Non-standardized Food Allergenic Extract
47242-0071	Non-standardized Plant Allergenic Extract
47335-0001	Catechol-o-methyltransferase Inhibitor
47335-0002	Catechol-o-methyltransferase Inhibitor
47335-0003	Catechol-o-methyltransferase Inhibitor
47335-0004	Catechol-o-methyltransferase Inhibitor
47335-0005	Catechol-o-methyltransferase Inhibitor
47335-0006	Catechol-o-methyltransferase Inhibitor
47335-0007	Catechol-o-methyltransferase Inhibitor
47335-0046	Platinum-based Drug
47335-0047	Platinum-based Drug
47335-0049	Anthracycline Topoisomerase Inhibitor
47335-0050	Anthracycline Topoisomerase Inhibitor
47335-0082	Anthracycline Topoisomerase Inhibitor
47335-0083	Anthracycline Topoisomerase Inhibitor
47335-0144	Proton Pump Inhibitor
47335-0150	Platinum-based Drug
47335-0151	Platinum-based Drug
47335-0153	Nucleoside Metabolic Inhibitor
47335-0154	Nucleoside Metabolic Inhibitor
47335-0175	Histamine-1 Receptor Antagonist
47335-0176	Platinum-based Drug
47335-0178	Platinum-based Drug
47335-0203	Catechol-o-methyltransferase Inhibitor
47335-0231	Non-standardized Food Allergenic Extract
47335-0232	Non-standardized Food Allergenic Extract
47335-0276	Serotonin-1b and Serotonin-1d Receptor Agonist
47335-0284	Platinum-based Drug
47335-0289	Central Nervous System Stimulant
47335-0289	Methylxanthine
47335-0290	Methylxanthine
47335-0290	Central Nervous System Stimulant
47335-0300	Platinum-based Drug
47335-0326	Opioid Antagonist
47335-0330	Thiazide Diuretic
47335-0343	Histamine-1 Receptor Antagonist
47335-0344	Histamine-1 Receptor Antagonist
47335-0381	Serotonin and Norepinephrine Reuptake Inhibitor
47335-0382	Serotonin and Norepinephrine Reuptake Inhibitor
47335-0383	Serotonin and Norepinephrine Reuptake Inhibitor
47335-0508	Proton Pump Inhibitor
47335-0509	Proton Pump Inhibitor
47335-0531	Opioid Agonist
47335-0533	Opioid Agonist
47335-0537	Opioid Agonist
47335-0539	Nicotinic Acid
47335-0573	Anti-epileptic Agent
47335-0576	Anti-epileptic Agent
47335-0580	Proton Pump Inhibitor
47335-0603	Benzodiazepine
47335-0604	Benzodiazepine
47335-0605	Benzodiazepine
47335-0606	Benzodiazepine
47335-0613	Nicotinic Acid
47335-0614	Nicotinic Acid
47335-0669	Calcium Channel Blocker
47335-0670	Calcium Channel Blocker
47335-0671	Calcium Channel Blocker
47335-0672	Calcium Channel Blocker
47335-0673	Calcium Channel Blocker
47335-0675	Calcium Channel Blocker
47335-0676	Calcium Channel Blocker
47335-0677	Calcium Channel Blocker
47335-0678	Calcium Channel Blocker
47335-0679	Calcium Channel Blocker
47335-0736	Aminoketone
47335-0737	Aminoketone
47335-0738	Aminoketone
47335-0747	Serotonin and Norepinephrine Reuptake Inhibitor
47335-0779	Histamine-1 Receptor Antagonist
47335-0788	Factor Viii Activator
47335-0788	Vasopressin Analog
47335-0804	Serotonin and Norepinephrine Reuptake Inhibitor
47335-0814	Norepinephrine Reuptake Inhibitor
47335-0815	Norepinephrine Reuptake Inhibitor
47335-0816	Norepinephrine Reuptake Inhibitor
47335-0817	Norepinephrine Reuptake Inhibitor
47335-0818	Norepinephrine Reuptake Inhibitor
47335-0819	Norepinephrine Reuptake Inhibitor
47335-0820	Norepinephrine Reuptake Inhibitor
47335-0833	Anti-epileptic Agent
47335-0834	Anti-epileptic Agent
47335-0835	Cholinesterase Inhibitor
47335-0836	Cholinesterase Inhibitor
47335-0837	Cholinesterase Inhibitor
47335-0859	Opioid Agonist
47335-0860	Opioid Agonist
47335-0861	Opioid Agonist
47335-0890	Alkylating Drug
47335-0891	Alkylating Drug
47335-0892	Alkylating Drug
47335-0893	Alkylating Drug
47335-0894	P2y12 Platelet Inhibitor
47335-0902	Atypical Antipsychotic
47335-0903	Atypical Antipsychotic
47335-0904	Atypical Antipsychotic
47335-0905	Atypical Antipsychotic
47335-0906	Atypical Antipsychotic
47335-0907	Atypical Antipsychotic
47335-0909	Catechol-o-methyltransferase Inhibitor
47335-0910	Catechol-o-methyltransferase Inhibitor
47335-0923	Proton Pump Inhibitor
47335-0924	Proton Pump Inhibitor
47335-0929	Alkylating Drug
47335-0930	Alkylating Drug
47335-0937	Topoisomerase Inhibitor
47335-0938	Histamine-1 Receptor Antagonist
47335-0953	Topoisomerase Inhibitor
47335-0956	Alpha-adrenergic Blocker
47781-0100	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
47781-0108	Aromatase Inhibitor
47781-0135	Carbonic Anhydrase Inhibitor
47781-0136	Carbonic Anhydrase Inhibitor
47781-0204	Estrogen
47781-0205	Estrogen
47781-0206	Estrogen
47781-0207	Estrogen
47781-0208	Estrogen
47781-0209	Estrogen
47781-0229	Opioid Agonist
47781-0230	Opioid Agonist
47781-0263	Opioid Agonist
47781-0264	Opioid Agonist
47781-0265	Opioid Agonist
47781-0268	Quinolone Antimicrobial
47781-0303	Nitrofuran Antibacterial
47781-0306	Nitrofuran Antibacterial
47781-0307	Nitrofuran Antibacterial
47781-0308	Nitrofuran Antibacterial
47781-0331	Antimalarial
47781-0368	Dihydropyridine Calcium Channel Blocker
47781-0369	Dihydropyridine Calcium Channel Blocker
47781-0370	Dihydropyridine Calcium Channel Blocker
47781-0607	Aldehyde Dehydrogenase Inhibitor
47781-0729	Glycopeptide Antibacterial
47781-0730	Glycopeptide Antibacterial
48102-0003	Corticosteroid
48102-0008	Macrolide Antimicrobial
48102-0008	Macrolide
48102-0009	Aminoglycoside Antibacterial
48102-0016	Macrolide Antimicrobial
48102-0016	Macrolide
48102-0022	Aminoglycoside Antibacterial
48102-0102	Aminoglycoside Antibacterial
48102-0103	Sulfonamide Antibacterial
49215-0003	Amino Acid Hypertonic Solution
49215-0004	Phosphate Binder
49215-0004	Calcium
49215-0005	Standardized Insect Venom Allergenic Extract
49230-0188	Calcium
49230-0188	Phosphate Binder
49230-0191	Calcium
49230-0191	Phosphate Binder
49230-0194	Phosphate Binder
49230-0194	Calcium
49230-0197	Calcium
49230-0197	Phosphate Binder
49230-0200	Phosphate Binder
49230-0200	Calcium
49230-0203	Calcium
49230-0203	Phosphate Binder
49230-0206	Calcium
49230-0206	Phosphate Binder
49230-0209	Calcium
49230-0209	Phosphate Binder
49230-0212	Calcium
49230-0212	Phosphate Binder
49230-0530	Parenteral Iron Replacement
49230-0534	Parenteral Iron Replacement
49230-0640	Phosphate Binder
49230-0640	Calcium
49230-0643	Phosphate Binder
49230-0643	Calcium
49230-0645	Phosphate Binder
49281-0183	Pediculicide
49281-0183	Antiparasitic
49281-0752	Tuberculosis Skin Test
49281-0752	Skin Test Antigen
49288-0001	Non-standardized Fungal Allergenic Extract
49288-0002	Non-standardized Fungal Allergenic Extract
49288-0003	Non-standardized Fungal Allergenic Extract
49288-0004	Non-standardized Fungal Allergenic Extract
49288-0005	Non-standardized Fungal Allergenic Extract
49288-0006	Non-standardized Fungal Allergenic Extract
49288-0007	Non-standardized Fungal Allergenic Extract
49288-0008	Non-standardized Fungal Allergenic Extract
49288-0009	Non-standardized Food Allergenic Extract
49288-0009	Non-standardized Plant Allergenic Extract
49288-0010	Non-standardized Plant Allergenic Extract
49288-0010	Non-standardized Food Allergenic Extract
49288-0011	Non-standardized Plant Allergenic Extract
49288-0011	Non-standardized Food Allergenic Extract
49288-0012	Non-standardized Plant Allergenic Extract
49288-0012	Non-standardized Food Allergenic Extract
49288-0013	Non-standardized Plant Allergenic Extract
49288-0013	Non-standardized Food Allergenic Extract
49288-0014	Non-standardized Pollen Allergenic Extract
49288-0015	Non-standardized Pollen Allergenic Extract
49288-0016	Non-standardized Pollen Allergenic Extract
49288-0017	Non-standardized Pollen Allergenic Extract
49288-0018	Non-standardized Pollen Allergenic Extract
49288-0019	Non-standardized Pollen Allergenic Extract
49288-0020	Non-standardized Pollen Allergenic Extract
49288-0021	Non-standardized Pollen Allergenic Extract
49288-0022	Non-standardized Pollen Allergenic Extract
49288-0023	Non-standardized Pollen Allergenic Extract
49288-0024	Non-standardized Pollen Allergenic Extract
49288-0025	Non-standardized Pollen Allergenic Extract
49288-0026	Non-standardized Pollen Allergenic Extract
49288-0027	Non-standardized Pollen Allergenic Extract
49288-0028	Non-standardized Pollen Allergenic Extract
49288-0029	Non-standardized Pollen Allergenic Extract
49288-0030	Non-standardized Fungal Allergenic Extract
49288-0031	Non-standardized Fungal Allergenic Extract
49288-0032	Non-standardized Fungal Allergenic Extract
49288-0033	Non-standardized Fungal Allergenic Extract
49288-0034	Non-standardized Pollen Allergenic Extract
49288-0035	Non-standardized Fungal Allergenic Extract
49288-0036	Non-standardized Fungal Allergenic Extract
49288-0037	Non-standardized Fungal Allergenic Extract
49288-0038	Non-standardized Fungal Allergenic Extract
49288-0039	Non-standardized Fungal Allergenic Extract
49288-0040	Non-standardized Plant Allergenic Extract
49288-0040	Non-standardized Food Allergenic Extract
49288-0041	Non-standardized Food Allergenic Extract
49288-0041	Non-standardized Plant Allergenic Extract
49288-0042	Non-standardized Food Allergenic Extract
49288-0042	Non-standardized Plant Allergenic Extract
49288-0043	Non-standardized Plant Allergenic Extract
49288-0043	Non-standardized Food Allergenic Extract
49288-0044	Non-standardized Plant Allergenic Extract
49288-0044	Non-standardized Food Allergenic Extract
49288-0045	Non-standardized Plant Allergenic Extract
49288-0045	Non-standardized Food Allergenic Extract
49288-0046	Non-standardized Plant Allergenic Extract
49288-0046	Non-standardized Food Allergenic Extract
49288-0047	Non-standardized Plant Allergenic Extract
49288-0047	Non-standardized Food Allergenic Extract
49288-0048	Non-standardized Plant Allergenic Extract
49288-0048	Non-standardized Food Allergenic Extract
49288-0049	Non-standardized Food Allergenic Extract
49288-0049	Non-standardized Plant Allergenic Extract
49288-0050	Non-standardized Food Allergenic Extract
49288-0050	Non-standardized Plant Allergenic Extract
49288-0051	Non-standardized Plant Allergenic Extract
49288-0051	Non-standardized Food Allergenic Extract
49288-0052	Non-standardized Food Allergenic Extract
49288-0052	Non-standardized Plant Allergenic Extract
49288-0053	Non-standardized Food Allergenic Extract
49288-0053	Non-standardized Plant Allergenic Extract
49288-0054	Non-standardized Food Allergenic Extract
49288-0054	Non-standardized Plant Allergenic Extract
49288-0055	Non-standardized Food Allergenic Extract
49288-0055	Non-standardized Plant Allergenic Extract
49288-0056	Non-standardized Pollen Allergenic Extract
49288-0057	Non-standardized Pollen Allergenic Extract
49288-0058	Non-standardized Pollen Allergenic Extract
49288-0059	Non-standardized Pollen Allergenic Extract
49288-0060	Non-standardized Pollen Allergenic Extract
49288-0061	Non-standardized Food Allergenic Extract
49288-0061	Non-standardized Plant Allergenic Extract
49288-0062	Non-standardized Pollen Allergenic Extract
49288-0063	Non-standardized Pollen Allergenic Extract
49288-0064	Non-standardized Fungal Allergenic Extract
49288-0065	Non-standardized Fungal Allergenic Extract
49288-0066	Non-standardized Fungal Allergenic Extract
49288-0067	Non-standardized Pollen Allergenic Extract
49288-0068	Non-standardized Pollen Allergenic Extract
49288-0069	Non-standardized Pollen Allergenic Extract
49288-0070	Non-standardized Food Allergenic Extract
49288-0071	Non-standardized Plant Allergenic Extract
49288-0071	Non-standardized Food Allergenic Extract
49288-0072	Non-standardized Pollen Allergenic Extract
49288-0073	Non-standardized Pollen Allergenic Extract
49288-0074	Non-standardized Pollen Allergenic Extract
49288-0075	Non-standardized Pollen Allergenic Extract
49288-0076	Non-standardized Pollen Allergenic Extract
49288-0077	Non-standardized Pollen Allergenic Extract
49288-0078	Non-standardized Pollen Allergenic Extract
49288-0080	Non-standardized Pollen Allergenic Extract
49288-0081	Non-standardized Pollen Allergenic Extract
49288-0082	Non-standardized Pollen Allergenic Extract
49288-0083	Non-standardized Pollen Allergenic Extract
49288-0084	Non-standardized Pollen Allergenic Extract
49288-0085	Non-standardized Pollen Allergenic Extract
49288-0086	Non-standardized Pollen Allergenic Extract
49288-0087	Non-standardized Fungal Allergenic Extract
49288-0088	Non-standardized Fungal Allergenic Extract
49288-0089	Non-standardized Fungal Allergenic Extract
49288-0090	Non-standardized Fungal Allergenic Extract
49288-0091	Non-standardized Fungal Allergenic Extract
49288-0092	Non-standardized Fungal Allergenic Extract
49288-0093	Non-standardized Fungal Allergenic Extract
49288-0094	Non-standardized Fungal Allergenic Extract
49288-0095	Non-standardized Fungal Allergenic Extract
49288-0096	Non-standardized Fungal Allergenic Extract
49288-0097	Non-standardized Fungal Allergenic Extract
49288-0098	Non-standardized Fungal Allergenic Extract
49288-0099	Non-standardized Plant Allergenic Extract
49288-0099	Non-standardized Food Allergenic Extract
49288-0100	Non-standardized Plant Allergenic Extract
49288-0100	Non-standardized Food Allergenic Extract
49288-0101	Non-standardized Food Allergenic Extract
49288-0101	Non-standardized Plant Allergenic Extract
49288-0102	Non-standardized Food Allergenic Extract
49288-0102	Non-standardized Plant Allergenic Extract
49288-0104	Non-standardized Plant Allergenic Extract
49288-0104	Non-standardized Food Allergenic Extract
49288-0105	Non-standardized Food Allergenic Extract
49288-0105	Non-standardized Plant Allergenic Extract
49288-0107	Non-standardized Food Allergenic Extract
49288-0107	Non-standardized Plant Allergenic Extract
49288-0108	Non-standardized Food Allergenic Extract
49288-0108	Non-standardized Plant Allergenic Extract
49288-0110	Non-standardized Plant Allergenic Extract
49288-0110	Non-standardized Food Allergenic Extract
49288-0112	Non-standardized Food Allergenic Extract
49288-0112	Non-standardized Plant Allergenic Extract
49288-0113	Non-standardized Food Allergenic Extract
49288-0114	Non-standardized Plant Allergenic Extract
49288-0114	Non-standardized Food Allergenic Extract
49288-0115	Non-standardized Food Allergenic Extract
49288-0115	Non-standardized Plant Allergenic Extract
49288-0116	Non-standardized Food Allergenic Extract
49288-0116	Non-standardized Plant Allergenic Extract
49288-0117	Non-standardized Plant Allergenic Extract
49288-0117	Non-standardized Food Allergenic Extract
49288-0118	Non-standardized Food Allergenic Extract
49288-0118	Non-standardized Plant Allergenic Extract
49288-0120	Non-standardized Plant Allergenic Extract
49288-0120	Non-standardized Food Allergenic Extract
49288-0121	Standardized Animal Hair Allergenic Extract
49288-0122	Standardized Animal Hair Allergenic Extract
49288-0123	Non-standardized Animal Hair Allergenic Extract
49288-0124	Non-standardized Animal Hair Allergenic Extract
49288-0125	Non-standardized Animal Hair Allergenic Extract
49288-0126	Non-standardized Animal Hair Allergenic Extract
49288-0127	Non-standardized Animal Hair Allergenic Extract
49288-0128	Non-standardized Pollen Allergenic Extract
49288-0129	Non-standardized Pollen Allergenic Extract
49288-0130	Non-standardized Pollen Allergenic Extract
49288-0131	Non-standardized Pollen Allergenic Extract
49288-0132	Non-standardized Pollen Allergenic Extract
49288-0133	Non-standardized Pollen Allergenic Extract
49288-0134	Non-standardized Pollen Allergenic Extract
49288-0135	Non-standardized Pollen Allergenic Extract
49288-0136	Non-standardized Pollen Allergenic Extract
49288-0137	Non-standardized Pollen Allergenic Extract
49288-0138	Non-standardized Pollen Allergenic Extract
49288-0139	Non-standardized Pollen Allergenic Extract
49288-0140	Non-standardized Pollen Allergenic Extract
49288-0141	Non-standardized Pollen Allergenic Extract
49288-0142	Non-standardized Pollen Allergenic Extract
49288-0143	Non-standardized Fungal Allergenic Extract
49288-0144	Non-standardized Pollen Allergenic Extract
49288-0145	Non-standardized Pollen Allergenic Extract
49288-0146	Non-standardized Pollen Allergenic Extract
49288-0152	Non-standardized Plant Allergenic Extract
49288-0152	Non-standardized Food Allergenic Extract
49288-0153	Non-standardized Pollen Allergenic Extract
49288-0155	Non-standardized Food Allergenic Extract
