product_ndc	route
29300-0243	Oral
29300-0330	Oral
29300-0340	Oral
30698-0032	Oral
30698-0143	Oral
30698-0144	Oral
30698-0201	Oral
30698-0202	Oral
30698-0419	Oral
30698-0421	Oral
30698-0423	Oral
30698-0449	Oral
30698-0450	Oral
30698-0452	Oral
30698-0453	Oral
30698-0454	Oral
30698-0458	Oral
30698-0459	Oral
30698-0460	Oral
30698-0911	Oral
31357-0040	Ophthalmic
31722-0200	Oral
31722-0201	Oral
31722-0202	Oral
31722-0206	Oral
31722-0207	Oral
31722-0208	Oral
31722-0209	Oral
31722-0212	Oral
31722-0213	Oral
31722-0214	Oral
31722-0218	Oral
31722-0219	Oral
31722-0220	Oral
31722-0221	Oral
31722-0222	Oral
31722-0223	Oral
31722-0228	Oral
31722-0237	Oral
31722-0238	Oral
31722-0239	Oral
31722-0249	Oral
31722-0250	Oral
31722-0251	Oral
31722-0256	Oral
31722-0267	Oral
31722-0268	Oral
31722-0269	Oral
31722-0270	Oral
31722-0271	Oral
31722-0272	Oral
31722-0273	Oral
31722-0274	Oral
31722-0278	Oral
31722-0279	Oral
31722-0280	Oral
31722-0281	Oral
31722-0282	Oral
31722-0283	Oral
31722-0302	Oral
31722-0327	Oral
31722-0328	Oral
31722-0329	Oral
31722-0330	Oral
31722-0331	Oral
31722-0332	Oral
31722-0333	Oral
31722-0334	Oral
31722-0335	Oral
31722-0338	Oral
31722-0339	Oral
31722-0340	Oral
31722-0341	Oral
31722-0342	Oral
31722-0359	Oral
31722-0374	Oral
31722-0375	Oral
31722-0376	Oral
31722-0377	Oral
31722-0393	Oral
31722-0405	Oral
31722-0406	Oral
31722-0417	Oral
31722-0418	Oral
31722-0419	Oral
31722-0420	Oral
31722-0421	Oral
31722-0422	Oral
31722-0500	Oral
31722-0501	Oral
31722-0502	Oral
31722-0505	Oral
31722-0509	Oral
31722-0515	Oral
31722-0516	Oral
31722-0517	Oral
31722-0518	Oral
31722-0519	Oral
31722-0520	Oral
31722-0521	Oral
31722-0522	Oral
31722-0525	Oral
31722-0526	Oral
31722-0529	Oral
31722-0530	Oral
31722-0531	Oral
31722-0532	Oral
31722-0533	Oral
31722-0534	Oral
31722-0536	Oral
31722-0537	Oral
31722-0538	Oral
31722-0539	Oral
31722-0542	Oral
31722-0543	Oral
31722-0544	Oral
31722-0545	Oral
31722-0546	Oral
31722-0551	Oral
31722-0557	Oral
31722-0565	Oral
31722-0569	Oral
31722-0574	Oral
31722-0706	Oral
31722-0707	Oral
31722-0708	Oral
31722-0712	Oral
31722-0713	Oral
31722-0726	Oral
31722-0729	Oral
31722-0730	Oral
31722-0731	Oral
31722-0739	Oral
31722-0752	Oral
31722-0753	Oral
31722-0754	Oral
31722-0777	Oral
31722-0778	Oral
33342-0015	Oral
33342-0016	Oral
33342-0019	Oral
33342-0020	Oral
33342-0021	Oral
33342-0022	Oral
33342-0023	Oral
33342-0024	Oral
33342-0025	Oral
33342-0026	Oral
33342-0027	Oral
33342-0028	Oral
33342-0029	Oral
33342-0030	Oral
33342-0031	Oral
33342-0032	Oral
33342-0033	Oral
33342-0034	Oral
33342-0035	Oral
33342-0036	Oral
33342-0037	Oral
33342-0038	Oral
33342-0044	Oral
33342-0045	Oral
33342-0046	Oral
33342-0047	Oral
33342-0048	Oral
33342-0049	Oral
33342-0050	Oral
33342-0051	Oral
33342-0052	Oral
33342-0054	Oral
33342-0055	Oral
33342-0056	Oral
33342-0057	Oral
33342-0058	Oral
33342-0060	Oral
33342-0061	Oral
33342-0067	Oral
33342-0068	Oral
33342-0069	Oral
33342-0070	Oral
33342-0071	Oral
33342-0072	Oral
33342-0074	Oral
33342-0075	Oral
33342-0076	Oral
33342-0077	Oral
33342-0078	Oral
33342-0087	Oral
33342-0088	Oral
33342-0089	Oral
33342-0090	Oral
33342-0091	Oral
33342-0092	Oral
33342-0093	Oral
33342-0094	Oral
33342-0121	Oral
33992-0003	Topical
33992-0004	Topical
33992-0029	Oral
33992-0054	Topical
33992-0113	Oral
33992-0527	Oral
35378-0002	Oral
35378-0004	Oral
35378-0006	Oral
35378-0008	Oral
35573-0006	Oral
35573-0103	Oral
35573-0200	Oral
36800-0001	Oral
36800-0002	Rectal
36800-0003	Oral
36800-0004	Oral
36800-0007	Oral
36800-0008	Oral
36800-0009	Topical
36800-0010	Oral
36800-0011	Topical
36800-0013	Oral
36800-0014	Oral
36800-0015	Oral
36800-0017	Topical
36800-0018	Topical
36800-0020	Topical
36800-0022	Oral
36800-0025	Topical
36800-0027	Oral
36800-0029	Oral
36800-0030	Oral
36800-0041	Oral
36800-0042	Topical
36800-0044	Oral
36800-0046	Oral
36800-0047	Oral
36800-0050	Oral
36800-0051	Topical
36800-0052	Topical
36800-0054	Oral
36800-0055	Oral
36800-0056	Topical
36800-0057	Oral
36800-0060	Topical
36800-0060	Oral
36800-0061	Oral
36800-0062	Vaginal
36800-0063	Topical
36800-0066	Topical
36800-0067	Topical
36800-0068	Topical
36800-0069	Topical
36800-0070	Vaginal
36800-0072	Oral
36800-0074	Oral
36800-0076	Topical
36800-0078	Topical
36800-0079	Topical
36800-0080	Topical
36800-0083	Oral
36800-0086	Oral
36800-0089	Topical
36800-0091	Topical
36800-0092	Oral
36800-0094	Oral
36800-0096	Oral
36800-0098	Oral
36800-0099	Topical
36800-0100	Topical
36800-0101	Oral
36800-0103	Oral
36800-0105	Oral
36800-0108	Topical
36800-0109	Topical
36800-0111	Oral
36800-0112	Topical
36800-0114	Topical
36800-0117	Oral
36800-0120	Oral
36800-0124	Topical
36800-0125	Oral
36800-0130	Oral
36800-0133	Oral
36800-0136	Oral
36800-0138	Oral
36800-0139	Oral
36800-0140	Oral
36800-0141	Oral
36800-0143	Oral
36800-0145	Oral
36800-0147	Oral
36800-0148	Oral
36800-0149	Oral
36800-0150	Oral
36800-0151	Oral
36800-0152	Topical
36800-0153	Topical
36800-0154	Oral
36800-0155	Topical
36800-0160	Topical
36800-0161	Oral
36800-0162	Oral
36800-0163	Topical
36800-0165	Oral
36800-0166	Oral
36800-0168	Topical
36800-0169	Topical
36800-0170	Oral
36800-0175	Oral
36800-0176	Oral
36800-0177	Topical
36800-0178	Topical
36800-0179	Oral
36800-0181	Oral
36800-0183	Oral
36800-0184	Topical
36800-0185	Dental
36800-0186	Dental
36800-0187	Oral
36800-0188	Rectal
36800-0189	Oral
36800-0190	Oral
36800-0194	Oral
36800-0195	Topical
36800-0198	Oral
36800-0200	Oral
36800-0202	Oral
36800-0205	Topical
36800-0206	Oral
36800-0209	Dental
36800-0210	Oral
36800-0211	Oral
36800-0212	Oral
36800-0213	Oral
36800-0214	Topical
36800-0215	Oral
36800-0216	Oral
36800-0218	Topical
36800-0223	Oral
36800-0224	Oral
36800-0225	Oral
36800-0227	Oral
36800-0228	Oral
36800-0229	Oral
36800-0230	Oral
36800-0231	Topical
36800-0232	Topical
36800-0234	Oral
36800-0235	Topical
36800-0236	Oral
36800-0238	Oral
36800-0240	Topical
36800-0242	Oral
36800-0244	Oral
36800-0245	Oral
36800-0247	Topical
36800-0248	Oral
36800-0249	Oral
36800-0253	Topical
36800-0254	Topical
36800-0255	Oral
36800-0256	Oral
36800-0258	Topical
36800-0259	Oral
36800-0262	Topical
36800-0265	Oral
36800-0266	Topical
36800-0271	Oral
36800-0272	Oral
36800-0273	Topical
36800-0274	Oral
36800-0277	Oral
36800-0281	Topical
36800-0282	Oral
36800-0285	Dental
36800-0288	Oral
36800-0289	Oral
36800-0293	Nasal
36800-0296	Oral
36800-0299	Oral
36800-0300	Oral
36800-0302	Oral
36800-0306	Oral
36800-0308	Oral
36800-0309	Topical
36800-0310	Oral
36800-0311	Oral
36800-0318	Oral
36800-0321	Oral
36800-0323	Ophthalmic
36800-0326	Topical
36800-0328	Oral
36800-0330	Topical
36800-0332	Oral
36800-0333	Topical
36800-0335	Oral
36800-0337	Oral
36800-0339	Topical
36800-0340	Oral
36800-0343	Oral
36800-0344	Oral
36800-0345	Oral
36800-0352	Oral
36800-0353	Topical
36800-0357	Oral
36800-0358	Oral
36800-0359	Oral
36800-0360	Topical
36800-0361	Oral
36800-0366	Topical
36800-0368	Oral
36800-0370	Topical
36800-0371	Oral
36800-0374	Oral
36800-0375	Oral
36800-0379	Oral
36800-0381	Topical
36800-0390	Nasal
36800-0393	Oral
36800-0394	Rectal
36800-0397	Oral
36800-0400	Topical
36800-0401	Topical
36800-0402	Oral
36800-0403	Oral
36800-0404	Oral
36800-0405	Oral
36800-0407	Topical
36800-0409	Oral
36800-0417	Oral
36800-0419	Oral
36800-0422	Oral
36800-0423	Oral
36800-0424	Topical
36800-0425	Oral
36800-0426	Vaginal
36800-0427	Topical
36800-0428	Oral
36800-0429	Topical
36800-0430	Oral
36800-0431	Oral
36800-0432	Oral
36800-0434	Oral
36800-0437	Oral
36800-0438	Oral
36800-0439	Oral
36800-0441	Oral
36800-0444	Oral
36800-0445	Oral
36800-0453	Oral
36800-0456	Oral
36800-0458	Oral
36800-0459	Oral
36800-0461	Oral
36800-0462	Oral
36800-0463	Oral
36800-0464	Topical
36800-0467	Oral
36800-0468	Oral
36800-0469	Oral
36800-0473	Oral
36800-0477	Oral
36800-0478	Oral
36800-0479	Oral
36800-0481	Dental
36800-0482	Oral
36800-0484	Oral
36800-0485	Oral
36800-0486	Oral
36800-0489	Oral
36800-0490	Oral
36800-0495	Topical
36800-0498	Oral
36800-0499	Rectal
36800-0503	Oral
36800-0506	Topical
36800-0507	Oral
36800-0515	Oral
36800-0516	Oral
36800-0517	Oral
36800-0519	Topical
36800-0520	Oral
36800-0522	Oral
36800-0523	Topical
36800-0527	Oral
36800-0528	Oral
36800-0532	Oral
36800-0538	Oral
36800-0539	Oral
36800-0540	Oral
36800-0546	Oral
36800-0548	Oral
36800-0550	Oral
36800-0552	Oral
36800-0557	Oral
36800-0571	Oral
36800-0578	Oral
36800-0579	Rectal
36800-0588	Oral
36800-0590	Oral
36800-0595	Oral
36800-0602	Topical
36800-0602	Oral
36800-0603	Oral
36800-0604	Oral
36800-0609	Oral
36800-0610	Topical
36800-0612	Oral
36800-0618	Topical
36800-0619	Topical
36800-0620	Oral
36800-0630	Oral
36800-0645	Oral
36800-0647	Oral
36800-0648	Nasal
36800-0656	Oral
36800-0660	Oral
36800-0664	Oral
36800-0666	Oral
36800-0668	Oral
36800-0678	Rectal
36800-0679	Topical
36800-0685	Oral
36800-0688	Nasal
36800-0690	Oral
36800-0693	Oral
36800-0698	Oral
36800-0699	Oral
36800-0700	Oral
36800-0703	Oral
36800-0720	Oral
36800-0724	Oral
36800-0734	Oral
36800-0742	Oral
36800-0751	Oral
36800-0759	Oral
36800-0763	Oral
36800-0766	Oral
36800-0799	Oral
36800-0800	Oral
36800-0802	Oral
36800-0804	Topical
36800-0807	Oral
36800-0810	Oral
36800-0812	Oral
36800-0813	Oral
36800-0817	Nasal
36800-0824	Oral
36800-0825	Vaginal
36800-0839	Oral
36800-0843	Topical
36800-0851	Oral
36800-0852	Oral
36800-0854	Oral
36800-0866	Topical
36800-0872	Oral
36800-0873	Oral
36800-0882	Oral
36800-0896	Ophthalmic
36800-0897	Oral
36800-0901	Oral
36800-0903	Oral
36800-0906	Oral
36800-0908	Oral
36800-0913	Oral
36800-0915	Oral
36800-0917	Oral
36800-0922	Oral
36800-0923	Ophthalmic
36800-0935	Oral
36800-0941	Oral
36800-0942	Topical
36800-0944	Topical
36800-0946	Oral
36800-0949	Oral
36800-0950	Oral
36800-0952	Oral
36800-0955	Topical
36800-0957	Oral
36800-0958	Oral
36800-0959	Oral
36800-0964	Oral
36800-0966	Oral
36800-0970	Oral
36800-0971	Oral
36800-0974	Oral
36800-0977	Oral
36800-0980	Oral
36800-0987	Oral
36800-0990	Oral
36800-0997	Oral
36800-0998	Oral
37000-0003	Oral
37000-0004	Oral
37000-0005	Dental
37000-0006	Oral
37000-0007	Dental
37000-0010	Dental
37000-0011	Dental
37000-0013	Oral
37000-0016	Oral
37000-0018	Oral
37000-0019	Oral
37000-0020	Dental
37000-0022	Dental
37000-0023	Oral
37000-0024	Oral
37000-0032	Oral
37000-0037	Dental
37000-0044	Dental
37000-0048	Dental
37000-0049	Dental
37000-0052	Topical
37000-0053	Topical
37000-0054	Topical
37000-0055	Topical
37000-0056	Topical
37000-0057	Topical
37000-0058	Topical
37000-0059	Topical
37000-0060	Topical
37000-0061	Topical
37000-0062	Topical
37000-0063	Topical
37000-0064	Topical
37000-0065	Topical
37000-0066	Topical
37000-0067	Topical
37000-0068	Topical
37000-0069	Topical
37000-0070	Topical
37000-0071	Topical
37000-0072	Topical
37000-0073	Topical
37000-0074	Topical
37000-0075	Topical
37000-0076	Topical
37000-0077	Topical
37000-0078	Topical
37000-0079	Topical
37000-0080	Topical
37000-0081	Topical
37000-0082	Topical
37000-0083	Topical
37000-0084	Topical
37000-0085	Topical
37000-0086	Topical
37000-0087	Topical
37000-0088	Topical
37000-0089	Topical
37000-0090	Topical
37000-0091	Topical
37000-0092	Topical
37000-0093	Topical
37000-0094	Topical
37000-0095	Topical
37000-0096	Topical
37000-0097	Topical
37000-0098	Topical
37000-0099	Topical
37000-0100	Topical
37000-0101	Topical
37000-0102	Topical
37000-0103	Topical
37000-0104	Topical
37000-0107	Topical
37000-0109	Topical
37000-0110	Topical
37000-0111	Topical
37000-0112	Topical
37000-0113	Topical
37000-0116	Topical
37000-0117	Topical
37000-0118	Topical
37000-0119	Topical
37000-0120	Topical
37000-0121	Topical
37000-0122	Topical
37000-0123	Topical
37000-0125	Topical
37000-0126	Topical
37000-0128	Topical
37000-0129	Topical
37000-0131	Topical
37000-0132	Topical
37000-0133	Topical
37000-0134	Topical
37000-0135	Topical
37000-0136	Topical
37000-0138	Topical
37000-0140	Topical
37000-0141	Topical
37000-0142	Topical
37000-0143	Topical
37000-0144	Topical
37000-0145	Topical
37000-0146	Topical
37000-0147	Topical
37000-0148	Topical
37000-0149	Topical
37000-0150	Topical
37000-0151	Topical
37000-0152	Topical
37000-0153	Topical
37000-0154	Topical
37000-0155	Topical
37000-0156	Topical
37000-0157	Topical
37000-0158	Topical
37000-0162	Topical
37000-0176	Topical
37000-0177	Topical
37000-0178	Topical
37000-0179	Topical
37000-0180	Topical
37000-0181	Topical
37000-0182	Topical
37000-0183	Topical
37000-0184	Topical
37000-0185	Topical
37000-0186	Topical
37000-0195	Topical
37000-0199	Topical
37000-0202	Topical
37000-0204	Topical
37000-0205	Topical
37000-0206	Topical
37000-0207	Topical
37000-0210	Topical
37000-0211	Topical
37000-0224	Topical
37000-0225	Topical
37000-0226	Topical
37000-0230	Topical
37000-0231	Topical
37000-0232	Topical
37000-0233	Topical
37000-0234	Topical
37000-0235	Topical
37000-0237	Topical
37000-0238	Topical
37000-0240	Topical
37000-0241	Topical
37000-0242	Topical
37000-0246	Topical
37000-0247	Topical
37000-0248	Topical
37000-0249	Topical
37000-0251	Topical
37000-0253	Topical
37000-0258	Topical
37000-0260	Topical
37000-0263	Topical
37000-0264	Topical
37000-0265	Topical
37000-0267	Topical
37000-0268	Topical
37000-0269	Topical
37000-0270	Topical
37000-0272	Topical
37000-0273	Topical
37000-0274	Topical
37000-0275	Topical
37000-0277	Topical
37000-0278	Topical
37000-0281	Topical
37000-0282	Topical
37000-0283	Topical
37000-0284	Topical
37000-0285	Topical
37000-0286	Topical
37000-0287	Topical
37000-0290	Topical
37000-0291	Topical
37000-0292	Topical
37000-0293	Topical
37000-0298	Topical
37000-0300	Topical
37000-0301	Topical
37000-0302	Topical
37000-0303	Topical
37000-0306	Topical
37000-0307	Topical
37000-0310	Topical
37000-0311	Topical
37000-0312	Topical
37000-0313	Topical
37000-0314	Topical
37000-0315	Topical
37000-0316	Topical
37000-0317	Topical
37000-0318	Topical
37000-0319	Topical
37000-0320	Topical
37000-0322	Topical
37000-0323	Topical
37000-0324	Topical
37000-0325	Topical
37000-0326	Topical
37000-0327	Topical
37000-0328	Topical
37000-0329	Topical
37000-0330	Topical
37000-0331	Topical
37000-0332	Topical
37000-0335	Topical
37000-0336	Topical
37000-0337	Topical
37000-0338	Topical
37000-0339	Topical
37000-0340	Topical
37000-0341	Topical
37000-0342	Topical
37000-0343	Topical
37000-0344	Topical
37000-0345	Topical
37000-0346	Topical
37000-0347	Topical
37000-0348	Topical
37000-0349	Topical
37000-0350	Topical
37000-0351	Topical
37000-0352	Topical
37000-0353	Topical
37000-0354	Topical
37000-0355	Topical
37000-0356	Topical
37000-0357	Topical
37000-0358	Topical
37000-0360	Topical
37000-0361	Topical
37000-0362	Topical
37000-0363	Topical
37000-0364	Topical
37000-0365	Topical
37000-0366	Topical
37000-0367	Topical
37000-0368	Topical
37000-0369	Topical
37000-0370	Topical
37000-0371	Topical
37000-0372	Topical
37000-0373	Topical
37000-0375	Topical
37000-0378	Topical
37000-0379	Topical
37000-0380	Topical
37000-0381	Topical
37000-0382	Topical
37000-0383	Topical
37000-0384	Topical
37000-0385	Topical
37000-0386	Topical
37000-0388	Topical
37000-0389	Topical
37000-0392	Topical
37000-0394	Topical
37000-0395	Topical
37000-0396	Topical
37000-0397	Topical
37000-0398	Topical
37000-0404	Oral
37000-0406	Oral
37000-0407	Oral
37000-0408	Oral
37000-0410	Nasal
37000-0451	Oral
37000-0452	Oral
37000-0453	Oral
37000-0454	Oral
37000-0455	Oral
37000-0459	Oral
37000-0470	Dental
37000-0474	Dental
37000-0475	Oral
37000-0476	Oral
37000-0477	Oral
37000-0490	Oral
37000-0500	Oral
37000-0501	Oral
37000-0512	Dental
37000-0519	Dental
37000-0522	Respiratory (inhalation)
37000-0544	Topical
37000-0550	Oral
37000-0555	Oral
37000-0556	Oral
37000-0557	Oral
37000-0558	Oral
37000-0561	Dental
37000-0565	Oral
37000-0587	Oral
37000-0590	Topical
37000-0600	Topical
37000-0601	Topical
37000-0602	Topical
37000-0603	Topical
37000-0605	Topical
37000-0606	Topical
37000-0607	Topical
37000-0609	Topical
37000-0613	Topical
37000-0615	Topical
37000-0616	Topical
37000-0617	Topical
37000-0653	Oral
37000-0654	Oral
37000-0655	Oral
37000-0671	Topical
37000-0673	Dental
37000-0674	Dental
37000-0675	Dental
37000-0679	Oral
37000-0680	Oral
37000-0686	Nasal
37000-0690	Oral
37000-0691	Oral
37000-0692	Dental
37000-0693	Dental
37000-0695	Dental
37000-0696	Dental
37000-0697	Dental
37000-0698	Dental
37000-0699	Oral
37000-0700	Topical
37000-0701	Topical
37000-0703	Topical
37000-0704	Topical
37000-0705	Topical
37000-0706	Topical
37000-0708	Topical
37000-0709	Topical
37000-0711	Topical
37000-0714	Topical
37000-0715	Topical
37000-0717	Topical
37000-0720	Topical
37000-0721	Topical
37000-0724	Topical
37000-0725	Topical
37000-0726	Topical
37000-0727	Topical
37000-0729	Topical
37000-0732	Topical
37000-0733	Topical
37000-0735	Topical
37000-0739	Topical
37000-0744	Topical
37000-0746	Topical
37000-0747	Topical
37000-0749	Topical
37000-0751	Topical
37000-0752	Topical
37000-0754	Topical
37000-0755	Topical
37000-0756	Topical
37000-0757	Topical
37000-0761	Topical
37000-0762	Topical
37000-0764	Topical
37000-0765	Topical
37000-0766	Topical
37000-0767	Topical
37000-0771	Topical
37000-0772	Topical
37000-0775	Topical
37000-0776	Topical
37000-0778	Topical
37000-0780	Topical
37000-0781	Topical
37000-0782	Topical
37000-0783	Topical
37000-0785	Topical
37000-0786	Topical
37000-0787	Topical
37000-0788	Topical
37000-0789	Topical
37000-0790	Topical
37000-0794	Topical
37000-0795	Topical
37000-0796	Topical
37000-0797	Topical
37000-0798	Topical
37000-0801	Nasal
37000-0802	Nasal
37000-0803	Nasal
37000-0807	Oral
37000-0808	Oral
37000-0809	Oral
37000-0810	Oral
37000-0811	Oral
37000-0812	Oral
37000-0813	Oral
37000-0819	Dental
37000-0820	Dental
37000-0821	Dental
37000-0822	Dental
37000-0823	Dental
37000-0824	Dental
37000-0825	Dental
37000-0826	Dental
37000-0827	Dental
37000-0828	Dental
37000-0829	Dental
37000-0830	Dental
37000-0831	Dental
37000-0832	Dental
37000-0833	Oral
37000-0834	Oral
37000-0835	Dental
37000-0836	Oral
37000-0837	Dental
37000-0838	Dental
37000-0839	Dental
37000-0840	Dental
37000-0841	Dental
37000-0842	Dental
37000-0843	Oral
37000-0844	Dental
37000-0845	Dental
37000-0846	Dental
37000-0847	Dental
37000-0848	Oral
37000-0849	Dental
37000-0850	Dental
37000-0851	Dental
37000-0852	Dental
37000-0853	Dental
37000-0854	Oral
37000-0855	Dental
37000-0857	Dental
37000-0859	Dental
37000-0900	Topical
37000-0901	Topical
37000-0902	Topical
37000-0903	Topical
37000-0904	Topical
37000-0905	Topical
37000-0906	Topical
37000-0907	Topical
37000-0908	Topical
37000-0909	Topical
37000-0910	Topical
37000-0911	Topical
37000-0912	Topical
37000-0913	Topical
37000-0914	Topical
37205-0008	Oral
37205-0009	Topical
37205-0012	Topical
37205-0020	Oral
37205-0022	Topical
37205-0023	Ophthalmic
37205-0024	Oral
37205-0030	Rectal
37205-0031	Oral
37205-0034	Oral
37205-0060	Oral
37205-0064	Rectal
37205-0067	Nasal
37205-0069	Topical
37205-0102	Rectal
37205-0110	Oral
37205-0111	Oral
37205-0117	Oral
37205-0119	Oral
37205-0120	Oral
37205-0121	Oral
37205-0122	Oral
37205-0128	Oral
37205-0130	Topical
37205-0134	Ophthalmic
37205-0137	Ophthalmic
37205-0138	Ophthalmic
37205-0139	Ophthalmic
37205-0145	Oral
37205-0155	Topical
37205-0160	Topical
37205-0162	Topical
37205-0165	Topical
37205-0178	Topical
37205-0186	Topical
37205-0187	Oral
37205-0194	Oral
37205-0195	Oral
37205-0196	Oral
37205-0197	Topical
37205-0199	Oral
37205-0200	Oral
37205-0203	Oral
37205-0204	Oral
37205-0205	Oral
37205-0210	Oral
37205-0213	Oral
37205-0215	Oral
37205-0218	Oral
37205-0223	Nasal
37205-0224	Ophthalmic
37205-0227	Topical
37205-0228	Oral
37205-0241	Oral
37205-0243	Topical
37205-0251	Oral
37205-0261	Oral
37205-0262	Oral
37205-0265	Oral
37205-0266	Topical
37205-0270	Oral
37205-0272	Topical
37205-0273	Topical
37205-0275	Topical
37205-0277	Oral
37205-0278	Topical
37205-0279	Topical
37205-0280	Oral
37205-0281	Topical
37205-0282	Oral
37205-0283	Oral
37205-0285	Topical
37205-0291	Oral
37205-0292	Oral
37205-0294	Oral
37205-0295	Oral
37205-0296	Vaginal
37205-0298	Oral
37205-0302	Oral
37205-0304	Nasal
37205-0308	Oral
37205-0311	Topical
37205-0314	Oral
37205-0317	Rectal
37205-0318	Oral
37205-0319	Oral
37205-0320	Rectal
37205-0321	Oral
37205-0326	Oral
37205-0327	Oral
37205-0328	Oral
37205-0333	Oral
37205-0336	Nasal
37205-0337	Oral
37205-0338	Topical
37205-0339	Oral
37205-0341	Oral
37205-0344	Topical
37205-0345	Oral
37205-0346	Oral
37205-0348	Oral
37205-0349	Oral
37205-0350	Oral
37205-0356	Topical
37205-0358	Topical
37205-0360	Oral
37205-0361	Topical
37205-0362	Oral
37205-0363	Topical
37205-0369	Oral
37205-0370	Oral
37205-0372	Oral
37205-0377	Oral
37205-0378	Oral
37205-0381	Oral
37205-0387	Oral
37205-0399	Oral
37205-0402	Oral
37205-0405	Topical
37205-0429	Oral
37205-0436	Oral
37205-0445	Oral
37205-0446	Oral
37205-0457	Auricular (otic)
37205-0458	Auricular (otic)
37205-0459	Oral
37205-0460	Topical
37205-0466	Oral
37205-0467	Oral
37205-0473	Oral
37205-0476	Oral
37205-0477	Oral
37205-0483	Nasal
37205-0488	Oral
37205-0508	Oral
37205-0510	Oral
37205-0516	Oral
37205-0518	Oral
37205-0530	Oral
37205-0531	Oral
37205-0535	Oral
37205-0536	Oral
37205-0538	Oral
37205-0539	Oral
37205-0565	Oral
37205-0570	Oral
37205-0571	Oral
37205-0575	Oral
37205-0576	Oral
37205-0577	Oral
37205-0581	Oral
37205-0583	Vaginal
37205-0584	Oral
37205-0585	Topical
37205-0586	Oral
37205-0587	Oral
37205-0589	Vaginal
37205-0590	Topical
37205-0591	Oral
37205-0593	Oral
37205-0594	Oral
37205-0595	Topical
37205-0602	Oral
37205-0602	Topical
37205-0603	Ophthalmic
37205-0605	Oral
37205-0607	Oral
37205-0610	Oral
37205-0612	Oral
37205-0613	Topical
37205-0614	Oral
37205-0615	Auricular (otic)
37205-0616	Topical
37205-0617	Auricular (otic)
37205-0625	Topical
37205-0627	Oral
37205-0628	Oral
37205-0629	Oral
37205-0630	Oral
37205-0635	Ophthalmic
37205-0636	Ophthalmic
37205-0637	Topical
37205-0638	Ophthalmic
37205-0641	Topical
37205-0643	Oral
37205-0646	Oral
37205-0648	Topical
37205-0650	Oral
37205-0653	Topical
37205-0656	Oral
37205-0657	Oral
37205-0660	Oral
37205-0661	Oral
37205-0662	Oral
37205-0664	Oral
37205-0665	Oral
37205-0666	Oral
37205-0667	Oral
37205-0668	Oral
37205-0670	Oral
37205-0671	Oral
37205-0672	Oral
37205-0674	Oral
37205-0675	Oral
37205-0676	Oral
37205-0677	Oral
37205-0678	Oral
37205-0679	Oral
37205-0680	Oral
37205-0681	Oral
37205-0682	Oral
37205-0683	Topical
37205-0684	Topical
37205-0686	Oral
37205-0692	Topical
37205-0693	Topical
37205-0694	Topical
37205-0695	Oral
37205-0696	Oral
37205-0697	Oral
37205-0698	Oral
37205-0703	Oral
37205-0705	Oral
37205-0706	Oral
37205-0707	Oral
37205-0708	Oral
37205-0709	Oral
37205-0711	Oral
37205-0712	Oral
37205-0715	Rectal
37205-0717	Oral
37205-0719	Oral
37205-0720	Oral
37205-0721	Topical
37205-0722	Topical
37205-0723	Topical
37205-0724	Topical
37205-0725	Topical
37205-0726	Topical
37205-0727	Topical
37205-0728	Topical
37205-0729	Topical
37205-0730	Topical
37205-0731	Topical
37205-0732	Topical
37205-0733	Topical
37205-0734	Topical
37205-0735	Nasal
37205-0736	Oral
37205-0738	Oral
37205-0739	Topical
37205-0741	Topical
37205-0742	Oral
37205-0743	Oral
37205-0744	Oral
37205-0745	Oral
37205-0750	Topical
37205-0751	Topical
37205-0752	Oral
37205-0753	Oral
37205-0754	Rectal
37205-0755	Rectal
37205-0756	Oral
37205-0757	Oral
37205-0759	Oral
37205-0760	Topical
37205-0762	Ophthalmic
37205-0763	Ophthalmic
37205-0779	Oral
37205-0780	Oral
37205-0781	Oral
37205-0819	Oral
37205-0820	Oral
37205-0822	Topical
37205-0824	Topical
37205-0825	Oral
37205-0826	Oral
37205-0827	Oral
37205-0828	Oral
37205-0831	Oral
37205-0834	Oral
37205-0837	Oral
37205-0844	Oral
37205-0845	Oral
37205-0848	Oral
37205-0850	Oral
37205-0851	Oral
37205-0852	Oral
37205-0854	Oral
37205-0855	Oral
37205-0856	Oral
37205-0861	Oral
37205-0871	Topical
37205-0874	Oral
37205-0931	Oral
37205-0940	Oral
37205-0941	Topical
37205-0951	Oral
37205-0952	Oral
37205-0958	Oral
37205-0959	Oral
37205-0960	Oral
37205-0967	Oral
37205-0968	Oral
37205-0969	Oral
37205-0970	Oral
37205-0973	Topical
37205-0976	Topical
37205-0977	Topical
37205-0980	Oral
37205-0987	Oral
37205-0988	Oral
37205-0989	Topical
37205-0992	Oral
37205-0993	Oral
37205-0994	Oral
37205-0998	Topical
39822-0151	Intravenous
39822-0166	Ophthalmic
39822-0166	Intravenous
39822-0166	Intrathecal
39822-0166	Intramuscular
39822-0170	Intravenous
39822-0170	Ophthalmic
39822-0170	Intrathecal
39822-0170	Intramuscular
39822-0171	Intravenous
39822-0171	Intramuscular
39822-0190	Intravenous
39822-0191	Intravenous
39822-0205	Oral
39822-0277	Intramuscular
39822-0310	Oral
39822-0330	Oral
39822-0409	Intravenous
39822-0412	Intravenous
